customer_id,store_id,product_name,sales_date,sales_person_id,price,quantity,total_cost,payment_mode
31,575,atta,2022-02-10,13,450,9,4050,cash
61,575,coriander powder,2021-05-28,15,50,5,250,UPI
7,573,nutrella,2021-08-25,9,40,1,40,UPI
98,574,sugar,2022-10-14,11,50,4,200,Store-credit
85,573,amul ghee,2021-09-17,7,596,5,2980,UPI
79,575,sunflower oil,2023-09-19,15,120,9,1080,cash
90,573,besan,2021-12-25,7,52,1,52,Store-credit
29,571,sunflower oil,2022-03-17,2,120,7,840,UPI
69,571,maida,2023-07-15,3,20,10,200,cash
25,575,hair gel,2022-11-30,15,65,9,585,cash
92,575,deodorant,2022-02-10,13,141,1,141,cash
9,575,black pepper,2022-03-07,13,52,9,468,UPI
31,575,kabuli chana,2023-06-21,14,140,1,140,cash
15,572,dantkanti,2021-10-09,5,100,3,300,Store-credit
57,573,cashews,2022-01-21,8,340,2,680,UPI
69,573,sunflower oil,2021-09-11,8,120,7,840,Store-credit
21,573,amul ghee,2023-01-13,7,596,4,2384,UPI
69,574,hair gel,2021-05-03,12,65,8,520,UPI
28,571,sugar,2021-07-23,2,50,3,150,UPI
53,571,quaker oats,2023-01-02,3,212,3,636,UPI
92,573,atta,2021-04-18,8,450,10,4500,Store-credit
2,571,clinic plus,2022-06-06,1,345,5,1725,cash
15,574,nutrella,2022-10-05,12,40,3,120,Store-credit
62,574,cashews,2022-05-08,12,340,1,340,cash
4,573,besan,2021-04-12,8,52,1,52,cash
7,575,atta,2021-05-07,13,450,2,900,cash
40,575,maida,2021-11-24,14,20,6,120,cash
57,574,sunflower oil,2023-01-12,11,120,2,240,cash
41,571,hair gel,2021-06-22,3,65,3,195,UPI
89,571,clinic plus,2023-10-22,1,345,5,1725,cash
83,572,hair gel,2021-05-04,4,65,4,260,Store-credit
21,573,clinic plus,2023-03-20,7,345,9,3105,Store-credit
31,572,maida,2021-09-28,4,20,3,60,Store-credit
86,574,amul ghee,2022-05-28,11,596,9,5364,cash
7,575,maida,2022-06-30,13,20,4,80,Store-credit
7,572,black pepper,2023-05-20,5,52,4,208,cash
5,573,dove shampoo,2023-04-06,8,574,3,1722,cash
49,571,kabuli chana,2023-08-20,2,140,8,1120,cash
47,574,clinic plus,2021-08-26,12,345,10,3450,UPI
18,571,maggi masala,2022-10-20,3,80,9,720,Store-credit
18,574,nutrella,2022-07-11,10,40,1,40,UPI
94,574,quaker oats,2021-07-21,11,212,6,1272,Store-credit
81,574,dove shampoo,2023-01-26,12,574,7,4018,Store-credit
41,573,quaker oats,2022-01-25,7,212,4,848,UPI
86,572,dove shampoo,2023-05-27,5,574,8,4592,UPI
82,571,nutrella,2023-07-16,3,40,6,240,cash
3,572,cashews,2021-12-22,6,340,8,2720,cash
32,572,mustard oil,2022-05-14,4,110,10,1100,Store-credit
11,575,dantkanti,2022-06-13,13,100,10,1000,Store-credit
81,573,atta,2022-06-16,7,450,10,4500,cash
22,571,sugar,2022-05-03,3,50,2,100,cash
61,575,sunflower oil,2022-02-04,15,120,7,840,UPI
49,574,amul ghee,2022-04-02,10,596,3,1788,Store-credit
86,571,besan,2022-11-03,1,52,7,364,Store-credit
38,574,sugar,2022-08-15,10,50,8,400,cash
84,572,atta,2021-10-10,4,450,5,2250,cash
6,574,nutrella,2022-11-11,10,40,5,200,Store-credit
91,573,maida,2022-01-09,9,20,2,40,cash
95,572,nutrella,2023-06-10,4,40,1,40,UPI
54,572,maida,2021-05-31,4,20,6,120,Store-credit
50,571,nutrella,2022-12-14,2,40,2,80,UPI
5,571,mustard oil,2023-04-22,3,110,8,880,Store-credit
21,572,hair gel,2022-10-14,4,65,5,325,Store-credit
86,573,sugar,2022-05-09,8,50,2,100,cash
83,574,sunflower oil,2022-01-08,10,120,1,120,Store-credit
68,572,hair gel,2022-09-17,6,65,10,650,UPI
80,574,dove shampoo,2021-06-01,10,574,8,4592,cash
86,575,atta,2023-10-06,14,450,5,2250,cash
63,571,black pepper,2022-06-06,2,52,2,104,cash
91,571,kabuli chana,2021-10-26,2,140,2,280,cash
45,571,mustard oil,2021-06-06,1,110,5,550,Store-credit
15,573,quaker oats,2023-09-05,9,212,8,1696,UPI
15,571,deodorant,2022-12-30,2,141,2,282,cash
75,575,dantkanti,2023-02-02,14,100,5,500,UPI
91,571,kabuli chana,2021-10-10,1,140,8,1120,Store-credit
93,575,black pepper,2022-01-28,14,52,2,104,Store-credit
61,573,atta,2022-07-12,8,450,2,900,cash
61,572,maggi masala,2022-11-01,4,80,8,640,UPI
95,575,besan,2021-12-24,14,52,4,208,UPI
76,575,maida,2021-02-20,14,20,3,60,cash
75,575,maida,2021-04-22,13,20,3,60,UPI
22,574,quaker oats,2021-10-16,10,212,2,424,Store-credit
67,574,sunflower oil,2023-05-01,12,120,5,600,Store-credit
80,574,dove shampoo,2022-10-30,10,574,8,4592,UPI
68,575,cashews,2022-10-20,13,340,4,1360,UPI
40,572,hair gel,2023-07-19,6,65,10,650,cash
88,571,cashews,2021-08-29,2,340,5,1700,UPI
93,571,dove shampoo,2023-05-31,1,574,10,5740,cash
52,574,besan,2021-12-08,11,52,2,104,Store-credit
31,571,atta,2021-12-31,1,450,6,2700,Store-credit
72,574,amul ghee,2022-05-26,12,596,1,596,cash
13,572,mustard oil,2022-02-12,5,110,3,330,UPI
46,573,sugar,2022-02-12,7,50,10,500,UPI
33,575,nutrella,2023-05-13,15,40,4,160,cash
99,573,maida,2022-10-11,7,20,10,200,cash
31,575,maida,2021-11-15,15,20,6,120,cash
99,575,quaker oats,2022-01-11,14,212,8,1696,UPI
93,574,maida,2023-04-02,12,20,6,120,UPI
75,573,hair gel,2023-02-06,8,65,9,585,cash
52,574,coriander powder,2022-10-07,10,50,9,450,UPI
70,572,maggi masala,2021-05-07,6,80,2,160,Store-credit
32,574,amul ghee,2021-11-17,10,596,3,1788,UPI
56,572,besan,2021-12-26,6,52,9,468,Store-credit
11,574,hair gel,2021-05-23,11,65,2,130,UPI
59,572,kabuli chana,2021-12-26,6,140,5,700,Store-credit
16,575,hair gel,2023-04-29,13,65,5,325,Store-credit
96,575,clinic plus,2022-02-23,15,345,10,3450,Store-credit
46,574,hair gel,2021-07-31,11,65,10,650,UPI
21,573,maida,2022-04-13,8,20,2,40,cash
25,574,mustard oil,2021-12-31,10,110,1,110,cash
22,572,dantkanti,2023-09-01,5,100,1,100,Store-credit
78,573,atta,2021-08-26,8,450,3,1350,Store-credit
74,572,amul ghee,2022-07-01,6,596,8,4768,Store-credit
15,574,maggi masala,2023-03-15,10,80,2,160,Store-credit
1,571,sugar,2022-04-06,3,50,1,50,cash
78,574,amul ghee,2023-10-10,12,596,10,5960,Store-credit
83,573,quaker oats,2021-12-24,9,212,10,2120,cash
81,574,clinic plus,2022-06-24,11,345,4,1380,cash
73,575,clinic plus,2022-06-11,13,345,3,1035,cash
23,574,dantkanti,2023-06-24,12,100,4,400,cash
43,571,quaker oats,2022-04-07,1,212,9,1908,cash
86,575,sugar,2021-06-21,15,50,6,300,Store-credit
71,575,black pepper,2021-04-29,13,52,10,520,UPI
1,575,hair gel,2023-09-06,14,65,4,260,cash
73,574,sugar,2022-09-30,11,50,5,250,Store-credit
93,572,dantkanti,2023-06-07,4,100,8,800,UPI
54,572,quaker oats,2021-08-01,5,212,2,424,Store-credit
31,571,kabuli chana,2022-08-14,2,140,7,980,Store-credit
70,572,amul ghee,2023-02-20,4,596,8,4768,cash
39,572,besan,2022-05-08,5,52,3,156,UPI
13,574,deodorant,2021-05-03,12,141,4,564,Store-credit
88,574,mustard oil,2022-09-29,10,110,5,550,Store-credit
85,574,hair gel,2021-04-14,12,65,7,455,Store-credit
28,571,cashews,2023-07-18,1,340,3,1020,UPI
59,571,cashews,2023-02-15,2,340,6,2040,UPI
4,571,amul ghee,2022-05-07,1,596,2,1192,UPI
73,575,maggi masala,2023-02-17,14,80,10,800,Store-credit
32,572,maida,2021-07-20,5,20,1,20,Store-credit
29,574,cashews,2023-05-02,12,340,2,680,UPI
39,572,mustard oil,2022-07-05,6,110,7,770,cash
90,575,maida,2022-11-24,13,20,7,140,cash
73,574,cashews,2022-03-04,10,340,3,1020,cash
41,574,maida,2023-09-28,10,20,5,100,cash
98,573,kabuli chana,2022-02-16,7,140,7,980,cash
2,575,clinic plus,2021-06-17,13,345,8,2760,UPI
97,572,sugar,2021-06-06,5,50,9,450,Store-credit
4,575,nutrella,2022-01-31,13,40,4,160,UPI
93,572,black pepper,2021-06-14,6,52,10,520,Store-credit
19,572,dantkanti,2022-11-08,4,100,2,200,UPI
44,571,clinic plus,2021-03-19,1,345,4,1380,cash
21,573,mustard oil,2022-02-05,7,110,2,220,Store-credit
8,574,dantkanti,2022-05-24,10,100,6,600,cash
33,572,sugar,2021-06-20,4,50,7,350,cash
47,572,maida,2022-02-05,6,20,5,100,UPI
88,574,atta,2022-08-07,10,450,5,2250,cash
30,573,amul ghee,2022-07-04,7,596,4,2384,UPI
41,572,coriander powder,2022-02-21,4,50,4,200,Store-credit
75,574,hair gel,2021-06-29,10,65,2,130,UPI
62,573,quaker oats,2023-05-26,7,212,7,1484,UPI
83,571,black pepper,2022-03-15,1,52,1,52,UPI
64,573,nutrella,2022-04-16,7,40,3,120,cash
65,575,hair gel,2021-04-22,14,65,5,325,UPI
98,574,maida,2021-04-26,11,20,2,40,Store-credit
11,572,dove shampoo,2022-08-18,4,574,5,2870,cash
18,572,sugar,2021-10-23,5,50,10,500,cash
41,574,deodorant,2021-06-26,12,141,9,1269,UPI
17,574,dantkanti,2023-01-27,11,100,1,100,Store-credit
37,571,mustard oil,2021-11-14,1,110,10,1100,cash
82,574,quaker oats,2022-11-29,12,212,9,1908,UPI
11,575,black pepper,2022-01-29,13,52,5,260,Store-credit
62,571,maggi masala,2022-11-26,1,80,4,320,cash
5,574,maida,2023-07-29,12,20,1,20,UPI
24,575,maggi masala,2023-10-02,13,80,8,640,Store-credit
99,575,sugar,2021-04-09,13,50,4,200,UPI
66,574,atta,2023-10-08,11,450,7,3150,cash
66,573,hair gel,2021-11-03,9,65,8,520,cash
4,572,dantkanti,2021-12-08,4,100,4,400,Store-credit
36,571,besan,2022-12-02,2,52,9,468,UPI
57,571,maida,2021-07-03,1,20,3,60,cash
44,571,maggi masala,2022-04-23,1,80,5,400,Store-credit
66,574,black pepper,2022-10-05,12,52,6,312,cash
46,572,quaker oats,2022-05-26,4,212,2,424,cash
97,574,clinic plus,2023-07-24,11,345,1,345,Store-credit
27,571,maggi masala,2021-11-26,1,80,5,400,UPI
11,573,besan,2022-09-11,7,52,9,468,UPI
78,574,atta,2022-10-09,11,450,8,3600,Store-credit
45,572,clinic plus,2023-04-27,5,345,8,2760,cash
74,572,amul ghee,2021-06-17,5,596,9,5364,Store-credit
25,571,kabuli chana,2022-03-23,2,140,1,140,Store-credit
95,574,besan,2023-08-30,10,52,6,312,UPI
1,574,quaker oats,2023-02-03,11,212,3,636,UPI
22,573,maida,2023-03-08,9,20,3,60,UPI
30,572,atta,2022-12-25,4,450,7,3150,UPI
93,573,hair gel,2022-01-24,9,65,7,455,UPI
6,571,besan,2022-12-16,1,52,10,520,UPI
21,573,maggi masala,2022-02-12,8,80,5,400,UPI
23,573,clinic plus,2022-03-19,9,345,5,1725,Store-credit
65,572,clinic plus,2023-08-24,4,345,6,2070,UPI
24,572,mustard oil,2021-05-04,5,110,9,990,Store-credit
71,575,sugar,2022-07-11,14,50,8,400,cash
96,575,black pepper,2021-09-21,14,52,6,312,cash
42,572,mustard oil,2022-07-15,4,110,4,440,UPI
15,575,hair gel,2021-10-30,13,65,8,520,Store-credit
61,575,kabuli chana,2023-08-17,14,140,10,1400,UPI
5,572,dantkanti,2021-08-02,6,100,4,400,Store-credit
39,575,dove shampoo,2021-07-10,13,574,7,4018,UPI
70,574,cashews,2022-04-15,12,340,8,2720,UPI
13,575,sugar,2021-10-14,13,50,2,100,cash
93,573,deodorant,2021-09-13,9,141,10,1410,UPI
44,573,clinic plus,2023-05-17,7,345,4,1380,Store-credit
32,575,sunflower oil,2023-07-11,14,120,4,480,Store-credit
74,571,dantkanti,2022-07-25,1,100,10,1000,UPI
67,575,hair gel,2023-04-23,13,65,3,195,UPI
50,571,besan,2022-10-08,2,52,4,208,cash
70,575,cashews,2023-04-30,15,340,3,1020,cash
38,575,mustard oil,2022-01-05,14,110,1,110,Store-credit
95,575,kabuli chana,2023-03-11,14,140,2,280,Store-credit
1,572,sugar,2022-11-04,4,50,9,450,cash
3,572,dove shampoo,2022-08-22,5,574,7,4018,UPI
4,571,clinic plus,2022-03-17,1,345,4,1380,Store-credit
88,571,deodorant,2023-01-25,2,141,2,282,cash
11,575,clinic plus,2023-02-06,13,345,7,2415,cash
46,575,maggi masala,2021-08-23,14,80,2,160,Store-credit
12,572,atta,2021-11-14,5,450,6,2700,UPI
65,573,black pepper,2022-04-09,8,52,1,52,Store-credit
39,574,coriander powder,2022-03-26,12,50,9,450,Store-credit
13,571,clinic plus,2022-10-02,2,345,7,2415,Store-credit
12,572,sunflower oil,2021-10-18,6,120,5,600,Store-credit
75,571,sunflower oil,2023-09-22,1,120,7,840,Store-credit
63,571,dantkanti,2021-12-29,3,100,7,700,Store-credit
34,572,dove shampoo,2023-10-16,6,574,3,1722,UPI
32,571,mustard oil,2023-03-07,2,110,7,770,UPI
56,575,sunflower oil,2022-02-28,15,120,9,1080,Store-credit
48,573,besan,2022-11-21,8,52,4,208,UPI
10,572,cashews,2021-11-02,5,340,2,680,UPI
56,571,quaker oats,2023-09-12,2,212,9,1908,cash
18,574,cashews,2021-06-05,11,340,6,2040,cash
34,572,amul ghee,2022-05-21,4,596,4,2384,UPI
13,571,sugar,2023-08-16,2,50,6,300,UPI
56,571,cashews,2022-04-06,1,340,2,680,cash
44,573,coriander powder,2022-02-07,9,50,3,150,UPI
19,571,sunflower oil,2022-02-21,3,120,3,360,cash
77,572,cashews,2022-12-05,4,340,8,2720,Store-credit
57,575,amul ghee,2022-08-06,15,596,4,2384,cash
37,572,dantkanti,2022-05-19,4,100,1,100,UPI
76,574,sugar,2022-11-10,10,50,6,300,Store-credit
37,571,coriander powder,2022-10-05,3,50,2,100,cash
19,572,kabuli chana,2023-04-19,5,140,7,980,UPI
35,575,coriander powder,2023-06-20,13,50,8,400,cash
9,573,quaker oats,2022-05-03,7,212,10,2120,cash
88,573,maggi masala,2021-04-28,7,80,6,480,UPI
68,571,amul ghee,2023-03-16,3,596,8,4768,Store-credit
42,573,dantkanti,2022-12-31,8,100,10,1000,UPI
81,572,amul ghee,2021-11-03,5,596,8,4768,UPI
84,575,sugar,2023-05-16,13,50,4,200,UPI
27,575,maida,2022-05-04,13,20,10,200,UPI
13,573,coriander powder,2022-04-03,9,50,8,400,UPI
43,575,dove shampoo,2023-10-05,15,574,3,1722,UPI
46,571,dove shampoo,2021-07-13,1,574,3,1722,UPI
28,575,besan,2022-10-04,14,52,9,468,Store-credit
50,573,quaker oats,2023-10-20,7,212,7,1484,cash
49,574,coriander powder,2021-04-04,11,50,7,350,Store-credit
45,573,maggi masala,2021-04-13,8,80,8,640,cash
51,575,coriander powder,2023-09-27,15,50,10,500,cash
92,571,sunflower oil,2022-07-26,1,120,10,1200,Store-credit
13,571,dove shampoo,2022-05-06,1,574,9,5166,Store-credit
90,572,coriander powder,2023-10-09,4,50,6,300,Store-credit
59,574,maggi masala,2021-06-18,12,80,9,720,UPI
88,575,quaker oats,2023-08-13,14,212,2,424,Store-credit
55,571,hair gel,2021-02-16,2,65,7,455,cash
60,571,black pepper,2022-01-13,3,52,10,520,UPI
90,573,besan,2023-06-23,9,52,8,416,cash
64,574,amul ghee,2022-07-04,11,596,9,5364,Store-credit
68,574,cashews,2023-06-17,11,340,7,2380,Store-credit
59,574,sugar,2022-10-18,11,50,1,50,Store-credit
46,572,deodorant,2022-07-25,5,141,6,846,UPI
95,573,dantkanti,2023-03-16,9,100,1,100,UPI
46,572,maggi masala,2022-04-07,6,80,6,480,Store-credit
27,575,atta,2022-02-06,15,450,6,2700,cash
24,571,dove shampoo,2022-06-28,1,574,3,1722,UPI
46,573,maggi masala,2023-05-12,8,80,8,640,cash
99,572,deodorant,2021-03-21,5,141,7,987,cash
9,571,besan,2023-09-21,2,52,9,468,Store-credit
85,575,black pepper,2021-08-17,15,52,3,156,UPI
64,575,dantkanti,2021-11-30,15,100,2,200,cash
53,572,amul ghee,2022-05-21,5,596,10,5960,cash
49,573,black pepper,2021-06-06,8,52,7,364,UPI
6,575,nutrella,2022-01-25,15,40,10,400,cash
50,574,dantkanti,2022-05-22,12,100,7,700,Store-credit
80,574,kabuli chana,2021-12-11,11,140,7,980,UPI
68,573,atta,2023-01-25,9,450,7,3150,UPI
18,571,maggi masala,2023-01-19,3,80,4,320,UPI
35,573,kabuli chana,2023-08-01,9,140,1,140,cash
8,571,amul ghee,2022-06-21,3,596,4,2384,UPI
38,572,clinic plus,2022-11-21,5,345,4,1380,cash
88,575,quaker oats,2022-10-12,15,212,8,1696,UPI
60,574,amul ghee,2021-07-23,10,596,7,4172,cash
74,573,dantkanti,2023-02-19,7,100,1,100,cash
18,574,besan,2022-07-21,10,52,9,468,UPI
52,575,quaker oats,2022-08-01,14,212,6,1272,UPI
24,572,dantkanti,2023-05-31,6,100,6,600,cash
14,575,sunflower oil,2021-04-09,13,120,5,600,Store-credit
52,571,dantkanti,2023-02-05,1,100,9,900,cash
91,574,black pepper,2021-06-20,12,52,4,208,Store-credit
81,575,amul ghee,2021-11-23,14,596,8,4768,cash
10,571,hair gel,2021-03-20,3,65,2,130,UPI
24,572,nutrella,2021-09-24,5,40,6,240,Store-credit
75,571,sunflower oil,2022-11-02,2,120,8,960,cash
18,572,cashews,2023-09-04,4,340,7,2380,cash
50,574,sunflower oil,2022-12-29,10,120,7,840,cash
2,572,quaker oats,2023-03-22,5,212,9,1908,UPI
29,573,clinic plus,2021-10-09,9,345,10,3450,Store-credit
43,571,maggi masala,2022-06-13,3,80,7,560,Store-credit
92,572,dove shampoo,2022-03-25,6,574,4,2296,Store-credit
79,571,hair gel,2022-09-01,2,65,5,325,cash
87,574,kabuli chana,2023-01-12,12,140,9,1260,cash
51,573,sugar,2022-05-22,8,50,5,250,Store-credit
16,573,quaker oats,2022-01-24,9,212,10,2120,cash
47,572,cashews,2022-12-02,6,340,6,2040,Store-credit
57,575,atta,2023-10-17,15,450,2,900,Store-credit
56,571,mustard oil,2021-03-14,1,110,9,990,UPI
26,571,mustard oil,2021-12-19,1,110,4,440,Store-credit
5,573,amul ghee,2022-05-01,9,596,10,5960,Store-credit
34,571,sugar,2023-02-13,3,50,9,450,Store-credit
26,575,hair gel,2023-07-07,14,65,8,520,UPI
20,574,sunflower oil,2022-12-29,10,120,5,600,Store-credit
24,571,quaker oats,2023-01-28,1,212,8,1696,Store-credit
43,571,maida,2023-06-18,2,20,7,140,Store-credit
2,575,quaker oats,2022-02-09,14,212,2,424,Store-credit
48,572,sugar,2022-11-11,6,50,6,300,UPI
32,572,amul ghee,2022-04-12,6,596,6,3576,cash
40,573,mustard oil,2023-09-03,8,110,6,660,UPI
9,571,dantkanti,2021-10-11,2,100,7,700,cash
24,573,maida,2022-07-15,8,20,5,100,cash
90,573,amul ghee,2022-12-22,7,596,1,596,UPI
95,572,cashews,2021-04-14,6,340,9,3060,cash
29,573,kabuli chana,2023-08-05,7,140,6,840,UPI
6,571,hair gel,2023-08-31,3,65,7,455,cash
25,574,black pepper,2022-07-14,12,52,8,416,cash
90,572,dove shampoo,2021-12-19,5,574,9,5166,cash
23,575,cashews,2023-05-11,13,340,6,2040,Store-credit
33,573,deodorant,2021-12-26,9,141,2,282,UPI
25,571,dove shampoo,2021-07-01,1,574,1,574,cash
73,573,kabuli chana,2022-02-27,9,140,9,1260,UPI
18,572,coriander powder,2021-05-21,4,50,7,350,Store-credit
91,571,hair gel,2021-07-11,3,65,7,455,cash
90,572,hair gel,2022-07-22,6,65,10,650,cash
9,574,atta,2022-04-02,11,450,9,4050,cash
2,571,cashews,2023-10-21,3,340,1,340,Store-credit
63,572,kabuli chana,2022-09-22,4,140,9,1260,cash
97,575,deodorant,2022-03-26,15,141,10,1410,Store-credit
99,574,quaker oats,2023-06-15,10,212,7,1484,UPI
48,574,sugar,2023-06-14,10,50,8,400,cash
36,571,maggi masala,2023-01-04,1,80,4,320,cash
80,571,dove shampoo,2023-04-03,2,574,9,5166,cash
83,571,mustard oil,2021-10-19,3,110,9,990,cash
52,571,mustard oil,2022-01-07,3,110,6,660,UPI
8,575,cashews,2023-01-18,15,340,5,1700,Store-credit
15,573,atta,2023-01-16,8,450,6,2700,cash
14,575,dove shampoo,2023-03-10,14,574,9,5166,cash
20,572,sugar,2022-03-25,5,50,6,300,cash
72,571,sugar,2022-10-13,2,50,5,250,UPI
99,572,cashews,2021-09-23,5,340,5,1700,cash
40,575,cashews,2023-03-14,15,340,5,1700,cash
65,572,deodorant,2022-12-20,5,141,4,564,UPI
58,574,amul ghee,2022-08-01,12,596,6,3576,cash
71,573,sugar,2021-12-01,7,50,1,50,UPI
37,573,nutrella,2022-03-23,8,40,9,360,UPI
99,571,clinic plus,2022-09-16,1,345,8,2760,UPI
45,574,hair gel,2022-09-20,11,65,6,390,UPI
34,575,sunflower oil,2021-08-11,14,120,3,360,Store-credit
85,571,quaker oats,2022-03-03,2,212,10,2120,cash
18,575,kabuli chana,2022-03-28,13,140,5,700,cash
58,571,atta,2022-10-28,2,450,1,450,cash
67,571,black pepper,2022-06-22,3,52,4,208,cash
62,574,dantkanti,2023-06-24,10,100,7,700,UPI
30,575,sugar,2021-09-30,13,50,5,250,Store-credit
36,571,cashews,2021-04-06,2,340,6,2040,cash
97,572,atta,2021-05-01,6,450,7,3150,UPI
34,573,clinic plus,2021-09-04,7,345,10,3450,Store-credit
72,574,mustard oil,2023-10-08,12,110,2,220,UPI
59,571,dove shampoo,2021-05-16,3,574,6,3444,UPI
84,573,atta,2022-07-27,9,450,8,3600,Store-credit
11,572,atta,2022-11-30,5,450,5,2250,cash
37,575,kabuli chana,2022-09-08,14,140,3,420,Store-credit
15,573,cashews,2022-10-17,9,340,7,2380,UPI
37,574,dantkanti,2021-09-02,11,100,10,1000,UPI
32,571,maida,2022-02-04,3,20,6,120,Store-credit
1,571,maggi masala,2021-06-09,3,80,9,720,Store-credit
30,574,sugar,2023-05-19,11,50,5,250,cash
25,575,maida,2022-10-09,14,20,5,100,Store-credit
73,574,dantkanti,2021-05-25,11,100,6,600,UPI
88,573,besan,2023-10-19,9,52,8,416,cash
33,571,sugar,2022-03-01,3,50,6,300,Store-credit
61,573,atta,2021-12-14,9,450,4,1800,UPI
72,573,maggi masala,2021-11-02,8,80,8,640,UPI
18,571,atta,2022-05-25,3,450,3,1350,Store-credit
1,574,atta,2022-05-06,11,450,8,3600,UPI
87,575,maggi masala,2023-06-15,13,80,9,720,cash
21,575,deodorant,2021-11-29,14,141,5,705,cash
31,574,besan,2023-03-24,12,52,6,312,Store-credit
69,572,sunflower oil,2021-07-08,6,120,3,360,UPI
20,573,sunflower oil,2022-04-20,9,120,9,1080,Store-credit
97,573,maida,2023-09-03,9,20,8,160,cash
67,571,quaker oats,2021-11-30,2,212,1,212,UPI
46,571,cashews,2022-01-09,1,340,5,1700,cash
99,572,coriander powder,2023-10-19,6,50,1,50,UPI
83,575,maida,2023-01-18,15,20,8,160,Store-credit
52,572,besan,2021-03-07,6,52,7,364,cash
86,573,nutrella,2021-10-05,9,40,10,400,cash
36,573,maida,2023-10-06,8,20,9,180,Store-credit
16,574,amul ghee,2023-07-11,12,596,6,3576,Store-credit
67,571,maida,2022-04-01,2,20,5,100,cash
57,575,quaker oats,2022-03-12,13,212,3,636,Store-credit
98,572,quaker oats,2022-02-25,5,212,8,1696,UPI
74,575,sugar,2021-05-25,15,50,6,300,Store-credit
70,573,maida,2023-03-03,8,20,7,140,cash
86,572,amul ghee,2022-03-04,4,596,10,5960,UPI
14,573,clinic plus,2023-05-23,8,345,6,2070,Store-credit
