customer_id,store_id,product_name,sales_date,sales_person_id,price,quantity,total_cost
58,575,sunflower oil,2021-04-19,13,120,2,240
23,575,deodorant,2021-06-17,13,141,6,846
49,573,maggi masala,2022-05-28,8,80,8,640
68,573,atta,2021-10-02,9,450,1,450
36,575,black pepper,2022-12-31,14,52,10,520
45,575,deodorant,2021-10-05,15,141,1,141
22,572,maida,2022-09-19,6,20,9,180
29,571,black pepper,2022-11-12,3,52,5,260
27,574,hair gel,2022-08-01,12,65,3,195
5,571,black pepper,2022-02-19,2,52,4,208
74,574,sugar,2021-08-11,12,50,3,150
64,571,atta,2022-07-05,3,450,2,900
72,573,deodorant,2023-03-07,8,141,8,1128
62,571,sunflower oil,2021-03-04,1,120,9,1080
11,571,sugar,2022-06-03,2,50,7,350
95,573,hair gel,2022-10-28,7,65,10,650
7,571,sunflower oil,2022-03-01,3,120,10,1200
96,572,maida,2022-05-24,6,20,3,60
93,574,mustard oil,2022-03-31,11,110,2,220
73,571,dantkanti,2022-10-02,2,100,9,900
66,574,clinic plus,2021-08-17,11,345,9,3105
72,575,sugar,2023-03-07,14,50,10,500
38,573,black pepper,2023-01-15,9,52,2,104
96,573,amul ghee,2022-03-20,7,596,9,5364
41,574,atta,2023-06-17,12,450,7,3150
53,575,hair gel,2023-05-14,15,65,3,195
33,571,black pepper,2023-08-14,1,52,3,156
97,571,dantkanti,2021-12-05,2,100,10,1000
61,573,black pepper,2021-03-18,8,52,10,520
66,572,black pepper,2023-03-06,6,52,4,208
20,573,maggi masala,2022-10-04,8,80,2,160
13,572,clinic plus,2023-08-26,4,345,4,1380
63,573,mustard oil,2023-02-03,7,110,6,660
61,571,clinic plus,2022-11-06,2,345,5,1725
45,574,quaker oats,2023-06-06,10,212,8,1696
72,572,atta,2022-11-26,6,450,10,4500
76,571,cashews,2023-03-08,3,340,2,680
81,575,atta,2023-03-12,15,450,8,3600
85,571,atta,2022-09-20,3,450,6,2700
89,575,amul ghee,2022-09-29,13,596,4,2384
57,573,nutrella,2022-05-10,8,40,7,280
48,574,deodorant,2021-07-18,10,141,5,705
75,575,maggi masala,2023-10-20,14,80,1,80
9,575,atta,2022-12-02,14,450,8,3600
21,573,black pepper,2023-04-13,8,52,5,260
79,575,dove shampoo,2023-10-22,13,574,7,4018
93,574,nutrella,2023-10-12,11,40,9,360
55,571,amul ghee,2023-07-02,1,596,2,1192
30,573,kabuli chana,2021-10-08,7,140,8,1120
70,575,maida,2021-06-13,15,20,2,40
18,572,amul ghee,2022-11-02,5,596,6,3576
59,574,quaker oats,2021-07-19,12,212,5,1060
67,574,sunflower oil,2021-12-13,10,120,3,360
10,573,besan,2023-05-21,8,52,3,156
78,571,coriander powder,2023-05-09,2,50,2,100
31,572,black pepper,2023-07-06,6,52,8,416
91,572,amul ghee,2022-08-12,4,596,7,4172
66,575,cashews,2021-10-24,14,340,9,3060
87,571,dantkanti,2022-12-14,1,100,8,800
19,574,deodorant,2021-08-10,12,141,7,987
28,574,hair gel,2022-09-05,11,65,6,390
21,572,black pepper,2022-10-04,4,52,9,468
85,575,sugar,2021-08-18,15,50,7,350
2,575,dantkanti,2023-07-16,14,100,5,500
30,575,cashews,2022-02-15,14,340,8,2720
7,574,besan,2023-06-06,10,52,4,208
23,572,quaker oats,2022-08-14,4,212,2,424
48,572,amul ghee,2021-12-26,6,596,7,4172
40,572,sunflower oil,2022-05-31,4,120,2,240
48,574,dove shampoo,2021-11-10,10,574,2,1148
60,573,nutrella,2021-03-04,7,40,7,280
29,574,sugar,2022-05-01,10,50,5,250
99,573,amul ghee,2022-10-02,8,596,8,4768
74,572,amul ghee,2023-07-18,6,596,6,3576
75,572,hair gel,2021-04-04,6,65,9,585
28,572,atta,2022-07-16,4,450,1,450
71,573,besan,2022-02-05,9,52,6,312
97,571,nutrella,2022-08-29,3,40,8,320
83,574,maida,2022-10-16,11,20,1,20
82,573,clinic plus,2022-02-04,7,345,9,3105
44,575,maggi masala,2023-01-05,14,80,6,480
51,573,atta,2023-04-16,8,450,6,2700
98,573,sunflower oil,2021-08-15,8,120,2,240
98,574,clinic plus,2022-07-08,11,345,2,690
10,571,deodorant,2022-03-28,1,141,6,846
36,572,maida,2021-11-07,6,20,3,60
3,573,sugar,2021-08-20,9,50,5,250
15,575,atta,2022-04-28,13,450,8,3600
13,571,mustard oil,2021-05-11,3,110,9,990
19,574,black pepper,2022-03-18,10,52,5,260
95,573,quaker oats,2023-01-16,9,212,4,848
71,573,black pepper,2022-12-13,7,52,8,416
15,574,besan,2023-04-26,10,52,1,52
2,571,maida,2022-12-06,1,20,4,80
39,573,maida,2023-04-09,9,20,7,140
32,571,maggi masala,2022-11-20,2,80,1,80
35,574,mustard oil,2021-05-22,10,110,2,220
79,572,atta,2021-03-09,6,450,1,450
45,572,deodorant,2021-07-01,4,141,4,564
43,573,sugar,2021-11-17,9,50,10,500
62,573,dantkanti,2023-02-17,9,100,7,700
58,572,cashews,2021-07-10,4,340,5,1700
58,571,mustard oil,2021-02-12,3,110,9,990
13,571,mustard oil,2023-02-01,3,110,8,880
73,571,kabuli chana,2021-12-22,3,140,4,560
84,575,amul ghee,2023-02-19,15,596,7,4172
68,575,sugar,2022-04-20,15,50,8,400
65,574,maida,2022-04-15,10,20,3,60
94,571,sugar,2021-03-20,2,50,7,350
57,575,atta,2021-02-12,15,450,9,4050
52,571,dove shampoo,2022-04-11,1,574,10,5740
27,573,quaker oats,2021-05-16,7,212,1,212
24,574,amul ghee,2022-09-22,12,596,4,2384
14,571,sunflower oil,2022-08-16,1,120,9,1080
90,574,maggi masala,2022-10-01,10,80,6,480
44,575,cashews,2021-03-18,13,340,1,340
90,574,quaker oats,2022-09-16,10,212,7,1484
1,573,dove shampoo,2023-06-09,8,574,9,5166
61,571,quaker oats,2021-09-11,1,212,3,636
2,575,dantkanti,2022-02-06,15,100,10,1000
3,571,maggi masala,2022-06-16,3,80,8,640
62,574,hair gel,2022-10-06,10,65,8,520
18,573,deodorant,2021-12-31,8,141,1,141
86,575,sunflower oil,2021-11-28,15,120,7,840
31,573,quaker oats,2021-03-04,9,212,9,1908
87,573,nutrella,2022-03-01,8,40,8,320
43,574,sugar,2022-09-07,10,50,10,500
31,573,maida,2022-05-15,8,20,5,100
9,573,besan,2021-09-03,7,52,10,520
28,573,mustard oil,2022-04-22,8,110,9,990
75,571,dove shampoo,2022-09-23,3,574,4,2296
91,574,kabuli chana,2021-08-24,10,140,7,980
23,572,cashews,2023-04-22,4,340,9,3060
84,571,cashews,2022-02-04,2,340,4,1360
58,573,dantkanti,2023-02-07,8,100,2,200
25,571,kabuli chana,2022-01-13,1,140,5,700
54,574,hair gel,2023-09-16,10,65,9,585
94,575,nutrella,2022-01-05,15,40,10,400
30,573,hair gel,2021-12-28,9,65,1,65
7,571,atta,2021-05-30,3,450,6,2700
26,573,nutrella,2023-04-27,9,40,9,360
66,574,kabuli chana,2022-08-19,11,140,4,560
79,573,sugar,2022-09-10,7,50,6,300
18,575,besan,2022-07-04,13,52,5,260
66,574,amul ghee,2022-06-28,12,596,4,2384
90,575,hair gel,2022-07-14,14,65,7,455
64,573,dove shampoo,2021-03-19,7,574,1,574
97,575,amul ghee,2022-11-07,13,596,2,1192
70,572,mustard oil,2023-07-18,6,110,8,880
2,573,dantkanti,2023-07-17,9,100,6,600
71,573,coriander powder,2023-10-12,8,50,8,400
61,572,sunflower oil,2022-06-06,4,120,2,240
56,573,coriander powder,2022-11-24,7,50,8,400
28,575,amul ghee,2022-07-17,13,596,4,2384
39,574,hair gel,2023-07-12,10,65,1,65
62,572,maida,2023-10-12,4,20,6,120
94,572,amul ghee,2022-05-30,4,596,7,4172
39,572,sugar,2022-11-18,5,50,1,50
63,575,maida,2022-09-09,13,20,1,20
43,575,dove shampoo,2022-07-28,15,574,2,1148
4,574,maggi masala,2023-10-02,11,80,9,720
1,575,dove shampoo,2022-07-23,14,574,1,574
27,573,kabuli chana,2022-05-22,9,140,3,420
92,574,dantkanti,2021-11-18,11,100,5,500
4,571,deodorant,2021-09-29,2,141,8,1128
48,574,coriander powder,2022-05-03,12,50,9,450
24,573,clinic plus,2022-10-28,7,345,6,2070
79,571,besan,2022-05-21,1,52,6,312
66,573,maida,2023-01-20,8,20,8,160
56,571,black pepper,2021-07-08,2,52,10,520
63,571,besan,2022-01-24,3,52,2,104
75,572,coriander powder,2022-08-12,5,50,4,200
98,574,cashews,2021-05-02,10,340,4,1360
93,573,atta,2022-01-01,7,450,8,3600
62,575,nutrella,2022-11-29,15,40,8,320
12,572,black pepper,2023-09-25,6,52,5,260
70,572,maggi masala,2021-11-16,5,80,3,240
3,573,sunflower oil,2023-07-14,8,120,5,600
98,572,dantkanti,2023-02-10,6,100,9,900
26,571,dantkanti,2021-09-23,1,100,4,400
79,574,deodorant,2023-05-22,11,141,10,1410
8,573,sugar,2023-09-14,7,50,1,50
8,572,sugar,2022-11-11,6,50,10,500
3,574,black pepper,2021-12-05,12,52,2,104
32,573,besan,2021-04-15,7,52,10,520
79,572,mustard oil,2022-07-24,4,110,10,1100
81,575,atta,2021-09-09,13,450,3,1350
14,571,mustard oil,2023-09-16,2,110,2,220
30,573,clinic plus,2022-09-18,7,345,6,2070
49,571,quaker oats,2021-11-04,2,212,7,1484
39,575,sugar,2023-01-09,14,50,10,500
31,574,besan,2021-10-24,12,52,4,208
2,574,sunflower oil,2022-03-04,11,120,2,240
40,571,kabuli chana,2022-01-26,1,140,9,1260
12,572,coriander powder,2021-11-04,4,50,10,500
4,572,deodorant,2022-05-22,6,141,6,846
66,574,mustard oil,2022-02-03,12,110,3,330
95,574,maida,2022-07-16,12,20,6,120
46,575,sugar,2023-06-10,15,50,5,250
87,575,sunflower oil,2022-06-21,13,120,4,480
20,574,besan,2022-12-18,12,52,1,52
51,573,nutrella,2022-12-25,8,40,1,40
12,572,sugar,2022-10-31,4,50,6,300
7,572,kabuli chana,2021-03-06,4,140,7,980
12,571,hair gel,2023-04-15,1,65,4,260
51,573,sugar,2022-07-20,7,50,9,450
55,572,sugar,2021-10-12,6,50,4,200
51,575,cashews,2023-02-04,14,340,8,2720
44,574,nutrella,2021-11-18,12,40,5,200
1,573,maggi masala,2023-02-05,7,80,3,240
84,572,sugar,2021-12-19,6,50,2,100
60,573,sunflower oil,2023-10-05,7,120,7,840
67,571,amul ghee,2021-09-26,3,596,6,3576
87,574,cashews,2022-09-28,12,340,1,340
21,575,amul ghee,2022-10-29,14,596,1,596
44,573,mustard oil,2023-10-05,9,110,6,660
16,572,besan,2023-09-17,4,52,2,104
16,572,sunflower oil,2021-05-12,4,120,4,480
63,574,atta,2023-06-01,12,450,3,1350
94,573,amul ghee,2022-02-05,9,596,7,4172
5,574,kabuli chana,2022-05-24,10,140,8,1120
38,573,dove shampoo,2021-11-29,7,574,1,574
68,572,sunflower oil,2023-05-12,6,120,10,1200
70,574,cashews,2022-03-31,10,340,1,340
69,574,clinic plus,2022-12-13,12,345,9,3105
98,572,mustard oil,2023-05-01,4,110,8,880
56,573,coriander powder,2021-04-20,7,50,10,500
74,572,kabuli chana,2021-03-10,4,140,1,140
90,575,coriander powder,2023-10-20,14,50,4,200
48,571,hair gel,2023-01-10,1,65,1,65
54,572,nutrella,2022-11-01,5,40,7,280
63,571,deodorant,2021-06-05,1,141,1,141
57,572,black pepper,2021-05-10,4,52,6,312
5,573,amul ghee,2023-01-05,7,596,4,2384
24,575,hair gel,2021-06-02,13,65,2,130
6,573,besan,2021-12-08,8,52,3,156
1,575,cashews,2021-10-31,14,340,8,2720
5,571,mustard oil,2022-02-19,2,110,9,990
90,572,maggi masala,2023-02-06,4,80,4,320
27,574,quaker oats,2022-04-27,11,212,1,212
51,571,cashews,2022-06-24,3,340,9,3060
85,572,black pepper,2023-02-20,6,52,9,468
51,572,dantkanti,2023-01-06,4,100,3,300
87,571,clinic plus,2021-06-09,1,345,9,3105
45,573,sugar,2022-11-08,9,50,9,450
8,572,maida,2023-03-14,4,20,2,40
1,574,dove shampoo,2021-09-08,12,574,7,4018
19,571,kabuli chana,2023-07-30,3,140,2,280
71,573,dantkanti,2023-05-15,7,100,8,800
21,575,sunflower oil,2021-07-10,13,120,5,600
25,573,mustard oil,2022-10-20,8,110,1,110
55,574,mustard oil,2021-05-14,10,110,8,880
29,573,kabuli chana,2022-06-18,7,140,5,700
29,575,amul ghee,2021-12-06,15,596,9,5364
58,572,besan,2022-02-15,5,52,4,208
2,575,sunflower oil,2021-04-23,14,120,1,120
60,575,mustard oil,2023-08-18,14,110,8,880
74,571,clinic plus,2022-12-01,2,345,5,1725
42,572,amul ghee,2022-12-18,4,596,9,5364
28,572,coriander powder,2022-12-19,5,50,8,400
91,574,coriander powder,2022-05-06,10,50,4,200
29,574,besan,2023-01-30,11,52,7,364
45,573,dantkanti,2022-04-07,9,100,2,200
79,572,clinic plus,2021-12-31,5,345,7,2415
62,571,maggi masala,2021-08-15,3,80,8,640
89,572,quaker oats,2022-03-23,6,212,6,1272
65,575,quaker oats,2023-01-07,13,212,8,1696
68,574,maida,2022-05-15,12,20,9,180
95,574,sugar,2021-12-05,11,50,1,50
37,571,sunflower oil,2023-08-07,3,120,10,1200
30,573,deodorant,2023-01-08,9,141,10,1410
55,572,mustard oil,2023-07-04,5,110,3,330
85,575,hair gel,2021-11-08,14,65,7,455
20,573,cashews,2022-10-16,9,340,2,680
64,572,maggi masala,2023-08-24,6,80,4,320
65,573,sugar,2022-03-17,9,50,8,400
5,573,kabuli chana,2021-12-11,7,140,9,1260
45,571,besan,2021-07-31,1,52,3,156
69,575,deodorant,2021-09-10,14,141,9,1269
46,573,dantkanti,2022-05-08,7,100,7,700
29,571,kabuli chana,2023-06-10,2,140,9,1260
74,571,maggi masala,2023-08-04,2,80,2,160
53,574,mustard oil,2021-08-05,10,110,4,440
5,572,amul ghee,2022-02-21,6,596,2,1192
1,572,sugar,2023-08-01,5,50,4,200
63,575,dantkanti,2023-09-10,15,100,1,100
13,574,dantkanti,2021-05-04,11,100,5,500
75,573,cashews,2021-06-05,7,340,10,3400
40,572,sunflower oil,2023-06-02,5,120,5,600
91,572,amul ghee,2022-12-01,4,596,1,596
36,574,hair gel,2023-04-16,10,65,1,65
44,573,mustard oil,2023-10-18,8,110,10,1100
32,575,dove shampoo,2021-08-19,15,574,8,4592
7,571,maida,2023-07-04,2,20,6,120
29,575,atta,2021-03-29,14,450,8,3600
66,573,sunflower oil,2021-04-12,8,120,2,240
52,572,maggi masala,2023-09-20,4,80,8,640
28,573,deodorant,2023-04-19,8,141,10,1410
46,571,kabuli chana,2022-09-06,1,140,7,980
92,573,black pepper,2021-10-26,7,52,7,364
53,573,kabuli chana,2022-01-09,8,140,8,1120
54,572,besan,2022-03-24,5,52,3,156
64,575,mustard oil,2023-03-15,15,110,2,220
61,572,quaker oats,2023-01-07,5,212,4,848
64,573,besan,2021-02-14,9,52,1,52
62,573,black pepper,2022-04-23,8,52,3,156
40,573,maggi masala,2023-05-06,8,80,7,560
67,573,dove shampoo,2023-06-02,8,574,9,5166
10,571,hair gel,2023-09-27,1,65,5,325
8,575,coriander powder,2022-02-13,13,50,3,150
6,575,dove shampoo,2023-08-07,14,574,8,4592
99,571,nutrella,2022-01-15,3,40,9,360
19,571,black pepper,2022-01-08,3,52,9,468
98,574,maggi masala,2023-03-24,10,80,5,400
65,573,clinic plus,2022-10-15,9,345,4,1380
85,572,amul ghee,2021-03-14,5,596,9,5364
96,575,cashews,2021-05-08,15,340,6,2040
32,573,dove shampoo,2022-03-06,8,574,6,3444
51,573,sunflower oil,2021-06-25,7,120,4,480
19,572,clinic plus,2022-02-26,6,345,1,345
22,575,deodorant,2023-10-01,15,141,4,564
17,574,hair gel,2022-07-26,10,65,7,455
42,571,sugar,2022-02-17,3,50,8,400
21,575,clinic plus,2021-02-10,14,345,6,2070
70,575,dantkanti,2023-08-31,13,100,3,300
65,572,quaker oats,2022-10-28,5,212,9,1908
19,574,dove shampoo,2023-04-04,11,574,6,3444
2,573,clinic plus,2023-08-28,9,345,5,1725
5,575,coriander powder,2022-08-23,15,50,5,250
29,574,sunflower oil,2023-04-03,11,120,5,600
26,572,kabuli chana,2021-07-20,4,140,6,840
65,574,maida,2022-04-29,11,20,9,180
63,571,kabuli chana,2023-02-13,2,140,3,420
26,572,clinic plus,2022-08-05,4,345,9,3105
11,575,coriander powder,2022-08-04,15,50,9,450
29,571,mustard oil,2023-06-27,2,110,10,1100
14,572,maggi masala,2023-02-14,6,80,4,320
51,574,maggi masala,2022-08-05,12,80,4,320
54,574,sunflower oil,2021-04-07,11,120,3,360
8,573,coriander powder,2022-01-28,7,50,9,450
56,571,quaker oats,2023-05-15,2,212,1,212
55,571,atta,2021-07-13,3,450,4,1800
92,575,sugar,2022-05-30,14,50,7,350
59,572,coriander powder,2021-07-01,4,50,3,150
75,575,mustard oil,2023-03-04,14,110,6,660
79,574,besan,2023-05-04,10,52,1,52
11,573,dantkanti,2022-06-06,8,100,7,700
15,575,kabuli chana,2023-07-11,15,140,5,700
39,575,cashews,2021-12-03,13,340,10,3400
93,571,sugar,2022-11-04,2,50,8,400
85,574,sugar,2021-10-22,11,50,6,300
38,574,maida,2022-04-28,12,20,8,160
30,574,dantkanti,2022-07-19,10,100,6,600
39,575,dove shampoo,2021-05-24,13,574,2,1148
24,575,coriander powder,2021-06-02,13,50,9,450
26,572,kabuli chana,2023-03-22,5,140,8,1120
13,573,clinic plus,2023-06-14,8,345,4,1380
86,572,cashews,2021-07-31,5,340,9,3060
87,571,coriander powder,2023-04-20,3,50,7,350
77,572,deodorant,2021-12-27,4,141,2,282
65,573,deodorant,2023-01-08,9,141,10,1410
47,572,coriander powder,2023-07-10,5,50,7,350
31,573,dove shampoo,2023-04-09,9,574,3,1722
71,571,amul ghee,2022-06-17,2,596,4,2384
97,574,maggi masala,2023-05-05,11,80,7,560
45,572,coriander powder,2021-11-03,6,50,8,400
93,574,besan,2023-10-20,12,52,4,208
45,572,maggi masala,2021-08-16,5,80,9,720
19,573,sunflower oil,2021-05-16,8,120,3,360
63,574,maggi masala,2023-05-07,12,80,10,800
20,574,dove shampoo,2022-09-24,10,574,4,2296
78,571,amul ghee,2023-02-06,2,596,8,4768
95,573,maggi masala,2021-07-21,7,80,10,800
71,573,sugar,2023-09-19,7,50,8,400
82,575,cashews,2023-06-24,13,340,1,340
78,572,clinic plus,2023-08-17,4,345,10,3450
35,572,maida,2022-02-09,4,20,9,180
35,573,amul ghee,2023-04-30,8,596,6,3576
10,571,deodorant,2022-12-03,3,141,1,141
47,572,sugar,2022-02-08,5,50,2,100
39,571,quaker oats,2022-06-01,2,212,4,848
1,572,sunflower oil,2023-09-11,6,120,2,240
73,574,besan,2022-01-16,11,52,10,520
55,571,sunflower oil,2021-08-25,3,120,1,120
2,571,mustard oil,2021-03-09,3,110,4,440
37,572,deodorant,2021-10-11,6,141,10,1410
28,572,cashews,2023-03-07,6,340,5,1700
40,575,dove shampoo,2021-12-29,14,574,5,2870
82,573,besan,2023-03-30,9,52,5,260
2,572,quaker oats,2021-10-29,4,212,2,424
22,575,maida,2022-12-30,13,20,10,200
78,572,sugar,2021-08-26,6,50,10,500
75,575,maggi masala,2021-06-28,13,80,7,560
29,573,quaker oats,2023-02-02,8,212,7,1484
79,571,dantkanti,2021-10-09,3,100,9,900
41,574,cashews,2023-05-29,11,340,4,1360
12,573,dantkanti,2021-07-06,8,100,9,900
94,573,deodorant,2023-09-14,8,141,2,282
20,573,atta,2022-04-15,9,450,3,1350
17,574,maggi masala,2021-12-14,11,80,3,240
60,572,amul ghee,2023-03-01,5,596,3,1788
4,573,quaker oats,2022-07-03,7,212,7,1484
75,574,hair gel,2021-11-09,11,65,9,585
99,574,dove shampoo,2021-03-23,12,574,5,2870
7,575,kabuli chana,2023-05-26,15,140,3,420
3,571,sunflower oil,2022-04-01,2,120,2,240
48,571,atta,2022-08-22,3,450,4,1800
94,573,cashews,2023-02-08,9,340,2,680
80,572,cashews,2023-02-04,6,340,3,1020
29,573,sugar,2021-03-27,9,50,4,200
65,571,hair gel,2023-05-24,3,65,9,585
30,573,clinic plus,2022-06-14,8,345,8,2760
35,573,kabuli chana,2022-09-25,7,140,6,840
85,573,atta,2023-01-18,9,450,3,1350
93,573,kabuli chana,2021-10-18,8,140,7,980
10,574,kabuli chana,2022-04-03,12,140,7,980
80,575,coriander powder,2022-02-12,15,50,7,350
39,572,besan,2022-12-02,6,52,10,520
78,572,sugar,2021-09-16,6,50,5,250
55,575,kabuli chana,2021-05-01,14,140,3,420
52,574,dove shampoo,2023-03-07,11,574,1,574
21,572,maida,2022-05-26,5,20,10,200
59,575,hair gel,2021-05-13,13,65,1,65
90,574,kabuli chana,2022-05-27,11,140,9,1260
14,572,sugar,2022-12-19,6,50,4,200
11,574,sugar,2023-09-19,10,50,3,150
90,572,dove shampoo,2021-08-29,4,574,8,4592
87,574,atta,2022-03-25,10,450,3,1350
43,571,amul ghee,2021-07-28,3,596,2,1192
33,571,clinic plus,2021-12-11,1,345,3,1035
12,575,kabuli chana,2023-06-22,15,140,5,700
58,572,clinic plus,2022-01-07,6,345,6,2070
36,572,deodorant,2023-05-01,5,141,9,1269
78,575,maida,2023-06-03,15,20,1,20
82,571,cashews,2021-06-23,2,340,6,2040
80,572,coriander powder,2021-09-30,6,50,1,50
11,573,dantkanti,2021-06-30,7,100,10,1000
7,573,mustard oil,2021-09-03,8,110,6,660
10,573,sugar,2022-01-24,7,50,10,500
92,571,quaker oats,2021-11-08,3,212,5,1060
7,573,sugar,2021-09-15,9,50,1,50
42,574,maggi masala,2022-03-13,12,80,8,640
86,573,sugar,2021-10-18,9,50,7,350
48,573,hair gel,2022-08-28,7,65,10,650
11,573,besan,2022-08-02,7,52,1,52
64,572,mustard oil,2022-04-12,6,110,6,660
26,574,quaker oats,2021-03-12,10,212,8,1696
9,574,deodorant,2022-02-05,11,141,1,141
