customer_id,store_id,product_name,sales_date,price,quantity,total_cost
16,129,nutrella,2023-06-19,40,10,400
50,130,sunflower oil,2023-06-17,120,8,960
41,130,quaker oats,2023-09-26,212,10,2120
45,128,quaker oats,2023-10-18,212,10,2120
10,129,deodorant,2023-04-28,141,8,1128
23,127,coriander powder,2023-10-03,50,9,450
7,123,clinic plus,2023-03-02,345,7,2415
38,121,atta,2023-08-20,450,7,3150
34,121,amul ghee,2023-09-20,596,2,1192
34,123,sugar,2023-08-28,50,6,300
17,129,coriander powder,2023-10-19,50,7,350
45,126,hair gel,2023-03-05,65,9,585
35,126,sunflower oil,2023-05-14,120,9,1080
50,123,deodorant,2023-03-11,141,10,1410
2,123,amul ghee,2023-04-01,596,1,596
37,129,mustard oil,2023-10-05,110,5,550
36,124,besan,2023-08-02,52,1,52
46,124,coriander powder,2023-05-01,50,7,350
32,123,besan,2023-03-25,52,7,364
33,121,besan,2023-10-16,52,10,520
47,128,cashews,2023-09-15,340,10,3400
17,130,clinic plus,2023-09-27,345,2,690
8,126,maggi masala,2023-03-13,80,1,80
12,122,amul ghee,2023-05-24,596,8,4768
42,124,kabuli chana,2023-10-16,140,2,280
22,121,black pepper,2023-03-12,52,3,156
29,121,cashews,2023-04-09,340,3,1020
1,125,mustard oil,2023-06-12,110,4,440
43,123,atta,2023-09-29,450,1,450
26,124,sunflower oil,2023-04-01,120,4,480
35,124,sunflower oil,2023-10-09,120,9,1080
35,129,black pepper,2023-06-29,52,7,364
11,127,cashews,2023-07-01,340,2,680
3,130,nutrella,2023-04-06,40,2,80
19,124,nutrella,2023-07-23,40,10,400
50,130,kabuli chana,2023-06-19,140,7,980
48,129,maida,2023-06-20,20,2,40
12,126,kabuli chana,2023-03-23,140,1,140
10,129,maggi masala,2023-07-24,80,9,720
11,129,dantkanti,2023-10-17,100,10,1000
35,127,clinic plus,2023-05-05,345,5,1725
2,123,maida,2023-06-04,20,7,140
25,123,maggi masala,2023-08-10,80,7,560
9,122,dantkanti,2023-04-14,100,2,200
40,124,amul ghee,2023-04-14,596,3,1788
18,122,black pepper,2023-05-28,52,9,468
3,123,nutrella,2023-03-10,40,3,120
7,122,sunflower oil,2023-03-05,120,9,1080
33,126,dantkanti,2023-06-03,100,7,700
46,122,besan,2023-04-22,52,3,156
28,124,maggi masala,2023-05-22,80,4,320
5,127,cashews,2023-02-20,340,6,2040
27,130,sunflower oil,2023-04-12,120,9,1080
44,126,amul ghee,2023-04-03,596,4,2384
14,121,dove shampoo,2023-04-29,574,4,2296
38,125,deodorant,2023-04-30,141,7,987
48,130,coriander powder,2023-06-02,50,3,150
24,122,hair gel,2023-05-07,65,2,130
48,123,hair gel,2023-04-22,65,5,325
39,126,dantkanti,2023-08-10,100,5,500
29,126,cashews,2023-05-11,340,4,1360
20,123,black pepper,2023-02-19,52,9,468
3,130,sunflower oil,2023-07-14,120,8,960
7,128,black pepper,2023-03-07,52,3,156
38,127,atta,2023-06-11,450,4,1800
3,128,hair gel,2023-10-18,65,10,650
42,124,hair gel,2023-07-31,65,1,65
42,130,maggi masala,2023-05-16,80,6,480
50,124,deodorant,2023-03-03,141,1,141
37,126,mustard oil,2023-07-13,110,2,220
20,126,black pepper,2023-03-02,52,1,52
13,130,hair gel,2023-08-18,65,8,520
43,121,maida,2023-05-07,20,5,100
14,125,nutrella,2023-05-02,40,7,280
13,123,maida,2023-06-15,20,5,100
46,126,hair gel,2023-04-10,65,7,455
45,123,nutrella,2023-04-28,40,5,200
2,123,kabuli chana,2023-09-08,140,3,420
39,121,black pepper,2023-03-27,52,6,312
3,123,clinic plus,2023-05-11,345,10,3450
30,130,amul ghee,2023-04-17,596,7,4172
30,127,cashews,2023-04-14,340,4,1360
24,121,maggi masala,2023-09-30,80,10,800
2,124,nutrella,2023-03-13,40,5,200
12,122,maida,2023-05-26,20,2,40
29,123,mustard oil,2023-09-30,110,9,990
44,130,hair gel,2023-06-17,65,10,650
35,124,black pepper,2023-04-20,52,1,52
3,127,kabuli chana,2023-08-29,140,1,140
45,123,dantkanti,2023-03-10,100,6,600
26,130,atta,2023-02-20,450,9,4050
23,128,coriander powder,2023-05-18,50,10,500
6,128,mustard oil,2023-06-25,110,5,550
3,128,dove shampoo,2023-05-05,574,9,5166
32,126,deodorant,2023-10-18,141,8,1128
26,122,dove shampoo,2023-04-01,574,9,5166
11,127,nutrella,2023-03-07,40,4,160
14,129,kabuli chana,2023-05-29,140,6,840
46,128,clinic plus,2023-08-17,345,7,2415
45,130,quaker oats,2023-09-16,212,7,1484
14,125,mustard oil,2023-07-17,110,7,770
7,121,kabuli chana,2023-09-16,140,3,420
34,125,clinic plus,2023-06-26,345,4,1380
34,130,cashews,2023-10-10,340,8,2720
50,128,black pepper,2023-04-05,52,4,208
40,126,sugar,2023-05-06,50,9,450
42,123,deodorant,2023-09-30,141,8,1128
32,128,deodorant,2023-04-07,141,6,846
47,127,besan,2023-06-24,52,10,520
13,130,kabuli chana,2023-07-27,140,3,420
34,123,sugar,2023-03-09,50,10,500
36,122,clinic plus,2023-09-15,345,1,345
23,123,besan,2023-09-27,52,8,416
26,128,sunflower oil,2023-08-22,120,3,360
18,129,hair gel,2023-05-31,65,9,585
42,129,maida,2023-02-19,20,9,180
5,123,cashews,2023-05-03,340,6,2040
16,128,deodorant,2023-06-22,141,3,423
36,127,amul ghee,2023-08-09,596,1,596
25,123,nutrella,2023-07-03,40,2,80
7,128,amul ghee,2023-08-24,596,9,5364
11,127,coriander powder,2023-03-14,50,7,350
45,123,mustard oil,2023-09-02,110,4,440
50,123,atta,2023-08-17,450,3,1350
2,129,nutrella,2023-04-17,40,9,360
4,127,black pepper,2023-07-12,52,10,520
9,122,atta,2023-06-25,450,10,4500
14,130,sunflower oil,2023-03-24,120,5,600
14,122,coriander powder,2023-04-21,50,7,350
4,130,besan,2023-07-09,52,1,52
13,127,kabuli chana,2023-06-08,140,9,1260
31,128,coriander powder,2023-04-14,50,4,200
4,122,clinic plus,2023-05-02,345,3,1035
5,121,kabuli chana,2023-02-18,140,6,840
23,121,dantkanti,2023-04-13,100,6,600
32,122,besan,2023-08-24,52,6,312
17,126,quaker oats,2023-03-10,212,2,424
21,124,quaker oats,2023-07-08,212,2,424
37,126,besan,2023-06-13,52,5,260
20,127,clinic plus,2023-03-15,345,6,2070
30,128,sugar,2023-06-27,50,9,450
33,126,besan,2023-04-24,52,7,364
15,128,black pepper,2023-02-27,52,3,156
22,129,quaker oats,2023-04-13,212,3,636
35,128,sugar,2023-05-02,50,9,450
29,122,quaker oats,2023-03-28,212,3,636
35,123,sunflower oil,2023-02-21,120,10,1200
42,122,amul ghee,2023-10-19,596,4,2384
44,123,deodorant,2023-10-22,141,7,987
10,129,mustard oil,2023-05-02,110,8,880
7,125,maggi masala,2023-04-29,80,4,320
30,127,coriander powder,2023-08-10,50,4,200
27,124,hair gel,2023-08-07,65,8,520
29,121,hair gel,2023-08-11,65,2,130
29,128,maida,2023-04-22,20,4,80
2,130,clinic plus,2023-10-09,345,6,2070
15,130,hair gel,2023-05-11,65,3,195
37,124,coriander powder,2023-03-12,50,6,300
1,122,maggi masala,2023-03-05,80,6,480
20,121,atta,2023-05-21,450,8,3600
4,124,clinic plus,2023-05-01,345,9,3105
15,124,cashews,2023-07-29,340,6,2040
21,130,sunflower oil,2023-10-06,120,2,240
36,124,cashews,2023-03-29,340,7,2380
32,130,maggi masala,2023-06-18,80,9,720
12,127,maida,2023-04-17,20,4,80
37,125,maggi masala,2023-05-24,80,7,560
29,122,hair gel,2023-07-22,65,6,390
13,128,deodorant,2023-10-04,141,2,282
10,122,clinic plus,2023-07-01,345,4,1380
1,129,sugar,2023-08-10,50,7,350
18,123,dove shampoo,2023-03-13,574,3,1722
45,121,amul ghee,2023-05-16,596,4,2384
11,124,dove shampoo,2023-10-14,574,9,5166
2,127,kabuli chana,2023-10-16,140,5,700
20,123,nutrella,2023-08-27,40,2,80
26,123,clinic plus,2023-04-07,345,3,1035
44,130,atta,2023-09-21,450,5,2250
19,124,besan,2023-07-06,52,9,468
11,130,hair gel,2023-09-15,65,3,195
39,123,sugar,2023-04-19,50,10,500
30,121,amul ghee,2023-05-28,596,7,4172
50,121,kabuli chana,2023-06-17,140,2,280
20,124,deodorant,2023-08-16,141,10,1410
28,124,maggi masala,2023-06-25,80,5,400
4,123,sugar,2023-08-07,50,6,300
1,125,dantkanti,2023-07-09,100,3,300
32,125,nutrella,2023-02-27,40,9,360
11,126,quaker oats,2023-04-22,212,6,1272
33,126,sugar,2023-09-13,50,8,400
13,124,clinic plus,2023-06-12,345,7,2415
15,121,amul ghee,2023-09-11,596,2,1192
33,126,amul ghee,2023-08-03,596,2,1192
26,130,coriander powder,2023-05-29,50,9,450
34,125,dove shampoo,2023-06-27,574,4,2296
46,125,nutrella,2023-05-12,40,1,40
20,124,nutrella,2023-04-30,40,7,280
33,128,maida,2023-09-20,20,3,60
31,124,mustard oil,2023-10-08,110,9,990
33,130,kabuli chana,2023-06-20,140,5,700
23,126,quaker oats,2023-06-25,212,9,1908
27,125,clinic plus,2023-08-02,345,8,2760
27,125,dove shampoo,2023-06-26,574,10,5740
48,121,clinic plus,2023-05-30,345,9,3105
42,122,sugar,2023-06-08,50,7,350
44,121,deodorant,2023-05-04,141,6,846
43,127,hair gel,2023-06-11,65,9,585
29,128,black pepper,2023-05-17,52,8,416
22,122,atta,2023-05-17,450,10,4500
41,130,sunflower oil,2023-04-13,120,7,840
28,123,mustard oil,2023-10-18,110,7,770
20,121,mustard oil,2023-08-09,110,8,880
40,127,amul ghee,2023-06-29,596,6,3576
46,124,hair gel,2023-10-16,65,1,65
23,130,dove shampoo,2023-03-01,574,4,2296
39,129,besan,2023-05-06,52,3,156
38,121,nutrella,2023-06-15,40,9,360
37,130,maggi masala,2023-09-25,80,9,720
45,123,deodorant,2023-08-22,141,8,1128
2,128,amul ghee,2023-03-04,596,10,5960
31,129,sunflower oil,2023-03-17,120,8,960
43,128,maggi masala,2023-04-09,80,6,480
24,122,clinic plus,2023-04-21,345,2,690
45,127,sunflower oil,2023-09-05,120,4,480
5,124,nutrella,2023-04-09,40,2,80
47,124,coriander powder,2023-05-11,50,9,450
35,122,clinic plus,2023-03-04,345,1,345
24,124,dantkanti,2023-07-13,100,7,700
46,126,clinic plus,2023-06-23,345,5,1725
35,122,hair gel,2023-07-31,65,7,455
20,123,hair gel,2023-04-23,65,8,520
17,124,besan,2023-02-22,52,7,364
11,129,deodorant,2023-07-20,141,7,987
40,130,dove shampoo,2023-04-21,574,6,3444
2,127,coriander powder,2023-04-30,50,7,350
43,122,quaker oats,2023-08-24,212,5,1060
21,127,mustard oil,2023-05-22,110,7,770
36,128,dove shampoo,2023-03-05,574,10,5740
7,129,sunflower oil,2023-02-22,120,4,480
29,126,kabuli chana,2023-06-01,140,10,1400
22,126,mustard oil,2023-07-06,110,7,770
10,129,maida,2023-07-27,20,6,120
42,124,dove shampoo,2023-06-23,574,4,2296
25,130,nutrella,2023-08-06,40,10,400
32,129,besan,2023-06-22,52,10,520
9,130,cashews,2023-05-24,340,3,1020
43,128,amul ghee,2023-07-02,596,3,1788
25,122,atta,2023-06-01,450,2,900
6,130,atta,2023-06-16,450,8,3600
36,126,dantkanti,2023-06-01,100,3,300
15,128,dantkanti,2023-08-15,100,8,800
26,126,quaker oats,2023-04-22,212,8,1696
48,126,sugar,2023-10-18,50,6,300
43,124,nutrella,2023-03-05,40,4,160
37,130,hair gel,2023-10-10,65,8,520
49,126,mustard oil,2023-03-26,110,5,550
41,121,amul ghee,2023-07-24,596,6,3576
4,127,dove shampoo,2023-08-03,574,4,2296
5,129,kabuli chana,2023-09-20,140,7,980
12,122,mustard oil,2023-05-19,110,3,330
8,121,sunflower oil,2023-04-07,120,3,360
32,123,quaker oats,2023-09-26,212,1,212
30,122,dantkanti,2023-06-17,100,8,800
27,126,coriander powder,2023-09-21,50,2,100
47,125,coriander powder,2023-09-25,50,10,500
9,130,maida,2023-08-13,20,5,100
41,121,amul ghee,2023-09-28,596,4,2384
44,125,besan,2023-07-27,52,7,364
6,129,mustard oil,2023-07-01,110,9,990
18,123,dantkanti,2023-06-29,100,2,200
17,125,sunflower oil,2023-06-05,120,8,960
29,125,maggi masala,2023-05-02,80,9,720
50,128,maida,2023-04-11,20,7,140
14,130,maggi masala,2023-07-11,80,1,80
39,122,dantkanti,2023-10-18,100,8,800
28,122,mustard oil,2023-09-15,110,7,770
12,122,deodorant,2023-09-02,141,5,705
7,124,clinic plus,2023-05-20,345,2,690
32,123,deodorant,2023-08-09,141,4,564
25,121,besan,2023-07-29,52,6,312
19,130,black pepper,2023-10-21,52,2,104
26,122,sunflower oil,2023-03-14,120,9,1080
34,121,dantkanti,2023-03-06,100,1,100
48,124,amul ghee,2023-07-31,596,8,4768
21,130,maida,2023-03-12,20,6,120
43,126,coriander powder,2023-10-17,50,1,50
22,128,atta,2023-09-28,450,3,1350
29,128,mustard oil,2023-07-05,110,8,880
26,121,cashews,2023-03-23,340,6,2040
34,128,atta,2023-04-14,450,10,4500
19,130,amul ghee,2023-09-06,596,7,4172
45,130,hair gel,2023-06-28,65,3,195
21,127,besan,2023-08-01,52,4,208
22,127,quaker oats,2023-03-18,212,3,636
48,122,hair gel,2023-10-18,65,9,585
12,122,deodorant,2023-08-07,141,5,705
11,126,hair gel,2023-03-02,65,3,195
28,129,coriander powder,2023-06-12,50,1,50
23,126,hair gel,2023-06-12,65,4,260
46,123,sugar,2023-05-27,50,1,50
15,124,cashews,2023-04-09,340,1,340
16,126,nutrella,2023-09-30,40,8,320
37,130,amul ghee,2023-03-11,596,9,5364
23,129,mustard oil,2023-06-12,110,8,880
6,126,dove shampoo,2023-03-29,574,1,574
41,121,besan,2023-03-23,52,8,416
12,121,amul ghee,2023-05-30,596,7,4172
6,127,atta,2023-05-08,450,9,4050
41,123,atta,2023-08-02,450,2,900
11,122,hair gel,2023-02-25,65,1,65
45,121,deodorant,2023-09-25,141,5,705
37,126,dove shampoo,2023-03-02,574,6,3444
31,129,deodorant,2023-03-15,141,1,141
35,128,amul ghee,2023-06-24,596,1,596
6,121,dove shampoo,2023-07-07,574,10,5740
48,122,dove shampoo,2023-08-20,574,4,2296
31,121,clinic plus,2023-07-22,345,1,345
5,121,mustard oil,2023-05-16,110,4,440
30,127,coriander powder,2023-10-16,50,6,300
16,124,besan,2023-06-05,52,4,208
24,130,cashews,2023-06-06,340,1,340
32,121,maggi masala,2023-05-15,80,9,720
21,124,maggi masala,2023-04-02,80,6,480
32,121,maggi masala,2023-07-14,80,10,800
12,121,mustard oil,2023-09-17,110,4,440
2,126,clinic plus,2023-06-15,345,2,690
10,129,atta,2023-10-18,450,1,450
49,122,sugar,2023-08-12,50,5,250
39,121,dantkanti,2023-05-07,100,7,700
14,129,hair gel,2023-05-31,65,1,65
10,123,mustard oil,2023-05-14,110,1,110
44,122,atta,2023-10-18,450,3,1350
17,127,sunflower oil,2023-07-27,120,7,840
31,121,sunflower oil,2023-08-05,120,5,600
32,122,maida,2023-03-06,20,8,160
35,127,sugar,2023-10-10,50,9,450
32,121,clinic plus,2023-05-02,345,4,1380
47,124,sugar,2023-03-30,50,9,450
18,122,coriander powder,2023-08-06,50,8,400
38,129,amul ghee,2023-09-12,596,7,4172
2,127,quaker oats,2023-10-09,212,8,1696
1,129,hair gel,2023-03-29,65,3,195
4,127,maggi masala,2023-07-14,80,5,400
36,130,cashews,2023-04-12,340,1,340
33,124,black pepper,2023-04-22,52,4,208
44,124,sugar,2023-09-29,50,2,100
14,127,sunflower oil,2023-04-08,120,1,120
15,130,amul ghee,2023-08-04,596,9,5364
15,130,mustard oil,2023-10-22,110,10,1100
5,126,coriander powder,2023-05-26,50,8,400
28,121,black pepper,2023-05-29,52,4,208
47,126,amul ghee,2023-06-06,596,9,5364
43,126,maida,2023-08-07,20,6,120
12,126,kabuli chana,2023-07-08,140,9,1260
11,130,besan,2023-08-17,52,8,416
40,129,maggi masala,2023-03-25,80,5,400
44,127,besan,2023-07-11,52,10,520
38,128,maida,2023-06-08,20,9,180
17,130,coriander powder,2023-07-12,50,10,500
48,125,amul ghee,2023-08-07,596,10,5960
43,127,sugar,2023-08-18,50,1,50
42,130,amul ghee,2023-05-11,596,2,1192
7,121,cashews,2023-02-20,340,6,2040
29,127,dantkanti,2023-06-24,100,8,800
13,126,maggi masala,2023-04-02,80,9,720
4,123,clinic plus,2023-07-10,345,4,1380
24,122,quaker oats,2023-05-23,212,3,636
16,125,quaker oats,2023-04-11,212,7,1484
48,122,dantkanti,2023-08-06,100,7,700
21,123,atta,2023-04-15,450,2,900
8,126,dove shampoo,2023-02-24,574,10,5740
46,121,sugar,2023-03-29,50,4,200
39,125,cashews,2023-03-24,340,3,1020
26,122,clinic plus,2023-10-10,345,1,345
11,123,maggi masala,2023-09-11,80,4,320
11,130,amul ghee,2023-08-06,596,8,4768
39,129,kabuli chana,2023-10-06,140,1,140
13,124,black pepper,2023-03-13,52,3,156
14,123,cashews,2023-07-12,340,8,2720
46,127,black pepper,2023-10-14,52,8,416
45,125,quaker oats,2023-08-12,212,7,1484
17,127,maida,2023-05-30,20,5,100
14,127,mustard oil,2023-05-21,110,7,770
34,127,mustard oil,2023-05-21,110,1,110
25,127,coriander powder,2023-06-20,50,5,250
24,130,dove shampoo,2023-08-06,574,2,1148
37,124,hair gel,2023-08-14,65,2,130
8,128,amul ghee,2023-07-27,596,3,1788
37,124,dantkanti,2023-06-10,100,8,800
45,126,sunflower oil,2023-04-05,120,5,600
14,124,clinic plus,2023-07-03,345,1,345
17,126,dove shampoo,2023-05-05,574,1,574
34,130,kabuli chana,2023-05-30,140,5,700
32,125,maggi masala,2023-02-21,80,7,560
13,122,hair gel,2023-03-02,65,10,650
46,128,coriander powder,2023-09-17,50,9,450
6,125,kabuli chana,2023-05-06,140,10,1400
22,123,quaker oats,2023-03-11,212,6,1272
15,127,kabuli chana,2023-07-16,140,9,1260
10,129,black pepper,2023-10-08,52,5,260
29,127,atta,2023-03-30,450,7,3150
16,121,nutrella,2023-09-04,40,7,280
29,123,sunflower oil,2023-06-15,120,9,1080
11,129,besan,2023-02-22,52,8,416
29,127,cashews,2023-05-27,340,7,2380
31,129,maida,2023-04-23,20,4,80
50,124,quaker oats,2023-03-14,212,4,848
8,128,hair gel,2023-08-16,65,3,195
42,125,dantkanti,2023-08-18,100,7,700
28,124,cashews,2023-03-31,340,8,2720
7,128,hair gel,2023-05-05,65,7,455
45,122,kabuli chana,2023-09-12,140,9,1260
21,129,dantkanti,2023-10-12,100,4,400
31,121,sugar,2023-05-20,50,9,450
23,129,coriander powder,2023-05-11,50,3,150
37,127,nutrella,2023-05-05,40,5,200
10,130,clinic plus,2023-09-21,345,9,3105
30,121,besan,2023-05-09,52,5,260
21,124,cashews,2023-07-09,340,10,3400
12,130,atta,2023-03-22,450,1,450
22,125,besan,2023-07-15,52,9,468
21,123,coriander powder,2023-09-07,50,9,450
27,128,sunflower oil,2023-06-15,120,10,1200
16,122,atta,2023-10-07,450,6,2700
28,124,besan,2023-09-15,52,10,520
47,122,deodorant,2023-05-03,141,6,846
46,124,nutrella,2023-09-14,40,4,160
16,121,coriander powder,2023-09-04,50,9,450
6,122,atta,2023-04-14,450,2,900
30,122,black pepper,2023-06-11,52,1,52
26,130,nutrella,2023-07-28,40,9,360
16,126,mustard oil,2023-09-12,110,2,220
20,128,coriander powder,2023-03-02,50,1,50
37,127,quaker oats,2023-04-10,212,5,1060
50,124,maggi masala,2023-04-16,80,5,400
9,123,nutrella,2023-07-17,40,9,360
49,121,deodorant,2023-03-13,141,3,423
5,122,cashews,2023-09-20,340,5,1700
36,126,sunflower oil,2023-02-27,120,3,360
33,127,besan,2023-06-03,52,8,416
1,122,sugar,2023-07-08,50,3,150
45,126,dantkanti,2023-10-06,100,9,900
16,124,maida,2023-09-27,20,6,120
15,126,atta,2023-03-17,450,8,3600
17,124,besan,2023-05-13,52,1,52
38,128,dove shampoo,2023-06-06,574,3,1722
25,122,hair gel,2023-10-03,65,6,390
48,123,dantkanti,2023-04-29,100,4,400
11,127,amul ghee,2023-10-19,596,2,1192
44,121,sunflower oil,2023-09-20,120,5,600
42,128,coriander powder,2023-08-23,50,10,500
22,130,dantkanti,2023-07-01,100,9,900
49,127,cashews,2023-06-28,340,9,3060
35,127,amul ghee,2023-03-30,596,3,1788
28,123,sugar,2023-05-26,50,4,200
17,126,sugar,2023-02-25,50,1,50
9,124,amul ghee,2023-06-21,596,1,596
8,126,sunflower oil,2023-03-10,120,7,840
37,123,dove shampoo,2023-06-17,574,3,1722
42,125,sugar,2023-05-10,50,9,450
7,124,dantkanti,2023-05-17,100,4,400
33,127,hair gel,2023-06-10,65,4,260
3,125,coriander powder,2023-03-30,50,9,450
22,128,deodorant,2023-03-24,141,3,423
48,123,hair gel,2023-04-29,65,2,130
19,129,atta,2023-06-01,450,10,4500
39,130,black pepper,2023-10-02,52,6,312
44,130,coriander powder,2023-03-13,50,5,250
11,125,cashews,2023-10-16,340,3,1020
34,129,amul ghee,2023-06-04,596,1,596
36,126,maggi masala,2023-06-16,80,8,640
17,123,sugar,2023-05-08,50,3,150
45,121,clinic plus,2023-09-13,345,3,1035
50,124,atta,2023-06-20,450,9,4050
26,129,deodorant,2023-06-18,141,3,423
35,125,nutrella,2023-09-19,40,8,320
38,125,clinic plus,2023-06-10,345,2,690
44,128,hair gel,2023-06-15,65,7,455
4,129,atta,2023-02-28,450,8,3600
25,123,maggi masala,2023-04-05,80,4,320
30,126,nutrella,2023-08-27,40,3,120
3,127,hair gel,2023-09-11,65,4,260
22,125,hair gel,2023-08-16,65,8,520
35,130,kabuli chana,2023-03-30,140,5,700
1,125,nutrella,2023-07-08,40,5,200
14,125,dantkanti,2023-05-20,100,1,100
38,127,sugar,2023-08-12,50,7,350
31,127,maida,2023-05-16,20,5,100
27,121,cashews,2023-08-15,340,5,1700
18,125,deodorant,2023-10-09,141,4,564
26,126,cashews,2023-10-15,340,8,2720
42,127,besan,2023-09-05,52,9,468
11,126,dove shampoo,2023-07-23,574,9,5166
46,122,maggi masala,2023-04-19,80,7,560
5,126,besan,2023-06-18,52,8,416
16,127,kabuli chana,2023-10-16,140,6,840
1,128,mustard oil,2023-08-10,110,8,880
42,127,besan,2023-02-22,52,8,416
10,127,clinic plus,2023-09-20,345,2,690
41,130,dantkanti,2023-04-13,100,1,100
16,121,black pepper,2023-07-20,52,2,104
37,122,black pepper,2023-05-05,52,1,52
45,126,hair gel,2023-03-24,65,7,455
9,121,besan,2023-08-21,52,4,208
11,128,quaker oats,2023-05-05,212,3,636
15,129,besan,2023-08-28,52,3,156
5,128,amul ghee,2023-06-23,596,8,4768
14,127,deodorant,2023-03-19,141,8,1128
26,126,mustard oil,2023-07-18,110,7,770
20,124,quaker oats,2023-08-20,212,8,1696
3,121,kabuli chana,2023-04-12,140,5,700
22,124,quaker oats,2023-03-09,212,8,1696
3,127,cashews,2023-09-30,340,7,2380
21,128,nutrella,2023-07-31,40,9,360
45,129,sunflower oil,2023-05-14,120,1,120
35,129,coriander powder,2023-08-13,50,1,50
30,127,maida,2023-10-11,20,2,40
