customer_id,store_id,product_name,sales_date,sales_person_id,price,quantity,total_cost
44,129,sunflower oil,2023-06-24,25,120,7,840
13,125,nutrella,2023-03-15,14,40,2,80
7,124,mustard oil,2023-08-17,12,110,9,990
50,125,besan,2023-04-11,14,52,6,312
40,122,hair gel,2023-08-05,5,65,7,455
38,125,kabuli chana,2023-07-15,15,140,3,420
23,126,quaker oats,2023-10-07,18,212,1,212
3,127,dantkanti,2023-10-20,19,100,2,200
26,126,maida,2023-03-16,16,20,5,100
43,125,amul ghee,2023-05-14,14,596,10,5960
9,130,sugar,2023-09-04,29,50,10,500
9,126,atta,2023-04-04,18,450,6,2700
48,130,kabuli chana,2023-08-19,30,140,6,840
50,121,coriander powder,2023-06-09,1,50,6,300
34,129,cashews,2023-07-13,26,340,4,1360
47,128,sugar,2023-10-08,22,50,3,150
30,127,besan,2023-05-13,19,52,8,416
21,127,nutrella,2023-06-14,20,40,1,40
40,121,quaker oats,2023-08-16,1,212,3,636
15,123,deodorant,2023-04-26,9,141,6,846
44,127,deodorant,2023-07-27,19,141,10,1410
1,124,quaker oats,2023-02-26,11,212,9,1908
32,125,hair gel,2023-06-05,14,65,2,130
47,130,dove shampoo,2023-05-19,30,574,5,2870
21,128,atta,2023-03-11,23,450,1,450
48,125,sunflower oil,2023-05-13,15,120,8,960
20,122,coriander powder,2023-06-11,4,50,2,100
8,126,besan,2023-10-06,17,52,3,156
42,124,maggi masala,2023-04-10,11,80,8,640
27,129,dove shampoo,2023-05-15,27,574,9,5166
36,127,cashews,2023-10-16,19,340,1,340
27,125,atta,2023-08-10,14,450,5,2250
9,122,mustard oil,2023-04-13,6,110,2,220
10,123,maggi masala,2023-09-11,8,80,8,640
8,129,cashews,2023-05-20,27,340,8,2720
47,121,deodorant,2023-05-25,1,141,6,846
4,126,atta,2023-09-11,16,450,9,4050
25,128,sunflower oil,2023-06-07,23,120,1,120
8,122,amul ghee,2023-05-26,6,596,7,4172
22,128,mustard oil,2023-05-31,23,110,2,220
44,127,nutrella,2023-09-27,19,40,1,40
43,126,deodorant,2023-08-16,18,141,2,282
11,123,quaker oats,2023-03-28,9,212,7,1484
46,121,maida,2023-03-23,3,20,5,100
41,128,cashews,2023-05-31,23,340,2,680
47,123,besan,2023-07-07,7,52,8,416
10,128,maida,2023-03-09,24,20,7,140
35,127,quaker oats,2023-07-10,20,212,1,212
35,121,nutrella,2023-03-18,1,40,4,160
8,128,amul ghee,2023-05-15,23,596,9,5364
15,121,sunflower oil,2023-05-08,3,120,6,720
40,129,dove shampoo,2023-05-07,27,574,9,5166
36,126,amul ghee,2023-04-24,18,596,7,4172
5,121,deodorant,2023-03-06,2,141,9,1269
6,127,hair gel,2023-03-18,19,65,6,390
17,130,dantkanti,2023-07-03,28,100,3,300
15,130,sugar,2023-06-15,29,50,3,150
41,130,hair gel,2023-04-01,30,65,6,390
29,121,quaker oats,2023-02-24,2,212,5,1060
13,126,sunflower oil,2023-02-25,16,120,1,120
31,123,hair gel,2023-08-27,8,65,5,325
8,123,dantkanti,2023-07-10,9,100,3,300
48,122,black pepper,2023-05-13,6,52,2,104
8,122,cashews,2023-07-27,4,340,6,2040
49,126,amul ghee,2023-08-02,17,596,1,596
15,126,hair gel,2023-07-08,17,65,7,455
23,124,sugar,2023-07-08,10,50,7,350
3,124,maida,2023-09-06,11,20,9,180
15,130,dantkanti,2023-06-12,28,100,5,500
48,122,sugar,2023-07-28,5,50,10,500
34,121,coriander powder,2023-07-04,2,50,4,200
14,125,sugar,2023-07-27,13,50,3,150
38,128,maggi masala,2023-04-03,23,80,9,720
23,121,quaker oats,2023-05-30,3,212,1,212
35,128,coriander powder,2023-06-21,24,50,9,450
18,130,black pepper,2023-07-29,28,52,7,364
13,124,coriander powder,2023-04-21,12,50,6,300
2,129,amul ghee,2023-06-09,27,596,4,2384
23,127,sugar,2023-05-20,19,50,9,450
10,123,maggi masala,2023-03-18,9,80,5,400
47,126,nutrella,2023-10-05,18,40,5,200
49,123,atta,2023-09-01,7,450,7,3150
44,124,amul ghee,2023-04-05,10,596,2,1192
18,125,atta,2023-10-18,15,450,9,4050
22,126,dove shampoo,2023-07-05,17,574,3,1722
21,123,sunflower oil,2023-03-21,8,120,4,480
40,126,sugar,2023-05-23,17,50,4,200
12,124,nutrella,2023-09-09,12,40,5,200
49,127,mustard oil,2023-09-29,21,110,10,1100
24,125,clinic plus,2023-04-28,15,345,9,3105
45,126,kabuli chana,2023-07-16,18,140,6,840
46,123,dove shampoo,2023-04-18,7,574,1,574
34,123,clinic plus,2023-07-04,9,345,6,2070
22,125,mustard oil,2023-03-22,13,110,10,1100
29,121,dove shampoo,2023-03-06,3,574,4,2296
50,130,deodorant,2023-04-16,29,141,2,282
25,124,mustard oil,2023-10-01,10,110,8,880
14,128,dantkanti,2023-09-10,23,100,9,900
8,130,clinic plus,2023-08-10,30,345,4,1380
34,125,sunflower oil,2023-03-06,13,120,9,1080
46,125,mustard oil,2023-04-17,14,110,8,880
49,121,cashews,2023-10-13,3,340,1,340
47,125,nutrella,2023-04-14,15,40,9,360
13,130,dantkanti,2023-10-12,28,100,9,900
20,124,mustard oil,2023-10-10,11,110,3,330
17,128,clinic plus,2023-05-08,24,345,2,690
26,126,maida,2023-10-19,17,20,8,160
2,127,kabuli chana,2023-08-31,20,140,7,980
39,123,sugar,2023-06-01,7,50,8,400
26,126,sugar,2023-07-05,17,50,2,100
35,127,sunflower oil,2023-09-24,21,120,7,840
47,125,coriander powder,2023-05-05,13,50,1,50
7,129,cashews,2023-10-21,25,340,7,2380
8,128,kabuli chana,2023-02-26,24,140,10,1400
8,123,cashews,2023-03-18,8,340,6,2040
3,126,atta,2023-09-29,17,450,3,1350
34,126,quaker oats,2023-03-16,17,212,9,1908
21,130,maggi masala,2023-06-08,30,80,10,800
17,121,mustard oil,2023-02-18,1,110,2,220
10,125,quaker oats,2023-06-29,15,212,10,2120
23,124,maggi masala,2023-04-04,12,80,10,800
14,127,dantkanti,2023-06-07,19,100,4,400
10,130,nutrella,2023-03-01,30,40,10,400
2,121,nutrella,2023-03-03,2,40,10,400
47,128,dantkanti,2023-05-09,23,100,8,800
12,128,cashews,2023-08-22,22,340,7,2380
3,122,dantkanti,2023-04-30,4,100,7,700
36,128,amul ghee,2023-07-14,24,596,4,2384
9,127,kabuli chana,2023-09-15,21,140,2,280
25,123,deodorant,2023-07-11,9,141,6,846
22,128,atta,2023-03-07,23,450,9,4050
48,128,mustard oil,2023-04-23,24,110,3,330
10,123,cashews,2023-04-28,9,340,10,3400
8,129,nutrella,2023-06-15,26,40,3,120
32,128,cashews,2023-05-18,23,340,4,1360
11,127,nutrella,2023-10-09,19,40,6,240
22,126,dove shampoo,2023-06-18,17,574,1,574
2,123,black pepper,2023-03-26,7,52,5,260
42,130,deodorant,2023-08-26,28,141,8,1128
16,128,cashews,2023-05-28,22,340,3,1020
29,124,coriander powder,2023-07-03,11,50,3,150
35,126,dove shampoo,2023-10-05,18,574,1,574
13,122,atta,2023-04-08,5,450,10,4500
50,129,maida,2023-08-22,27,20,2,40
44,129,dantkanti,2023-05-04,27,100,9,900
43,130,sugar,2023-04-29,30,50,6,300
24,122,quaker oats,2023-08-28,5,212,7,1484
33,127,sunflower oil,2023-09-26,21,120,1,120
25,124,besan,2023-04-30,10,52,1,52
26,127,sugar,2023-09-19,19,50,3,150
14,126,besan,2023-08-08,17,52,4,208
41,128,besan,2023-08-27,22,52,3,156
14,124,sunflower oil,2023-09-28,10,120,4,480
32,129,maida,2023-08-04,27,20,6,120
18,121,quaker oats,2023-03-31,3,212,1,212
34,124,hair gel,2023-07-21,10,65,8,520
3,124,quaker oats,2023-08-08,12,212,8,1696
3,126,clinic plus,2023-05-24,18,345,10,3450
37,121,atta,2023-02-24,3,450,2,900
13,129,nutrella,2023-06-01,26,40,8,320
9,128,besan,2023-09-16,23,52,3,156
6,122,amul ghee,2023-05-18,4,596,3,1788
45,122,besan,2023-04-27,5,52,10,520
36,124,hair gel,2023-09-12,12,65,3,195
7,127,coriander powder,2023-03-02,19,50,2,100
33,124,clinic plus,2023-06-06,12,345,4,1380
2,123,besan,2023-09-13,7,52,5,260
37,123,maida,2023-09-15,9,20,3,60
2,125,quaker oats,2023-05-24,13,212,1,212
9,129,maggi masala,2023-02-20,25,80,1,80
1,123,nutrella,2023-04-18,9,40,6,240
37,121,sugar,2023-08-04,2,50,3,150
47,127,deodorant,2023-09-21,19,141,9,1269
14,129,coriander powder,2023-08-26,27,50,3,150
43,128,clinic plus,2023-09-06,23,345,7,2415
29,129,sugar,2023-09-19,27,50,10,500
1,123,dantkanti,2023-04-17,8,100,3,300
26,126,kabuli chana,2023-06-19,17,140,7,980
35,124,sunflower oil,2023-04-26,12,120,10,1200
5,130,coriander powder,2023-04-14,29,50,1,50
6,126,dove shampoo,2023-03-06,17,574,1,574
19,126,kabuli chana,2023-07-17,17,140,9,1260
4,128,maida,2023-05-14,22,20,8,160
1,130,atta,2023-03-26,30,450,3,1350
9,130,sugar,2023-10-15,30,50,8,400
1,123,besan,2023-05-18,8,52,4,208
22,124,mustard oil,2023-10-14,12,110,8,880
44,126,sugar,2023-06-20,18,50,4,200
4,124,mustard oil,2023-04-11,12,110,5,550
49,130,kabuli chana,2023-03-20,29,140,2,280
28,125,sunflower oil,2023-08-28,15,120,4,480
9,122,mustard oil,2023-02-22,6,110,5,550
9,123,cashews,2023-08-27,7,340,7,2380
2,129,cashews,2023-08-18,25,340,10,3400
21,123,maggi masala,2023-09-25,7,80,9,720
10,126,dove shampoo,2023-06-30,17,574,6,3444
34,126,black pepper,2023-09-10,17,52,1,52
16,127,dantkanti,2023-05-06,21,100,2,200
47,124,cashews,2023-10-21,10,340,6,2040
18,129,maida,2023-09-16,25,20,7,140
25,129,maggi masala,2023-04-07,26,80,5,400
26,129,maida,2023-10-20,27,20,8,160
44,124,maggi masala,2023-09-18,11,80,1,80
36,127,nutrella,2023-08-02,20,40,10,400
42,124,kabuli chana,2023-08-12,10,140,1,140
41,126,coriander powder,2023-06-24,16,50,7,350
18,128,clinic plus,2023-03-02,24,345,3,1035
34,129,black pepper,2023-04-22,25,52,3,156
37,123,quaker oats,2023-10-02,9,212,7,1484
24,126,clinic plus,2023-04-07,18,345,5,1725
12,130,dove shampoo,2023-10-16,29,574,6,3444
14,126,sunflower oil,2023-07-15,17,120,1,120
26,130,quaker oats,2023-07-18,29,212,6,1272
5,125,black pepper,2023-10-07,13,52,5,260
35,124,maida,2023-09-17,10,20,9,180
36,121,hair gel,2023-05-28,2,65,9,585
31,121,mustard oil,2023-05-03,3,110,10,1100
30,130,black pepper,2023-07-10,30,52,6,312
39,126,nutrella,2023-05-29,16,40,5,200
14,128,dantkanti,2023-08-22,24,100,3,300
34,126,maida,2023-09-16,17,20,6,120
21,130,clinic plus,2023-04-23,28,345,9,3105
17,130,maggi masala,2023-07-01,30,80,3,240
5,124,dantkanti,2023-04-18,11,100,10,1000
11,125,dove shampoo,2023-02-26,14,574,10,5740
36,123,besan,2023-08-27,8,52,7,364
5,125,amul ghee,2023-06-11,13,596,4,2384
24,124,sunflower oil,2023-09-11,11,120,1,120
43,124,amul ghee,2023-08-10,12,596,4,2384
25,126,black pepper,2023-10-04,18,52,1,52
45,121,dantkanti,2023-04-30,1,100,8,800
6,127,nutrella,2023-09-01,20,40,2,80
44,128,black pepper,2023-02-28,24,52,5,260
46,128,quaker oats,2023-02-22,24,212,8,1696
33,129,besan,2023-07-15,25,52,1,52
24,126,besan,2023-04-23,18,52,5,260
41,125,sugar,2023-05-07,15,50,3,150
13,129,cashews,2023-07-17,26,340,6,2040
15,128,dantkanti,2023-03-29,22,100,8,800
22,122,hair gel,2023-08-31,6,65,5,325
46,130,black pepper,2023-08-28,28,52,1,52
17,128,sunflower oil,2023-10-20,24,120,9,1080
29,121,clinic plus,2023-04-19,3,345,2,690
22,126,clinic plus,2023-06-01,17,345,5,1725
5,124,quaker oats,2023-10-20,12,212,4,848
8,129,nutrella,2023-05-23,27,40,4,160
23,128,cashews,2023-07-15,22,340,4,1360
29,127,dove shampoo,2023-07-17,19,574,3,1722
31,127,hair gel,2023-07-31,21,65,5,325
3,124,mustard oil,2023-03-19,12,110,4,440
28,129,atta,2023-09-07,26,450,7,3150
27,129,sugar,2023-06-29,25,50,4,200
16,126,coriander powder,2023-09-03,18,50,2,100
32,123,sugar,2023-06-05,8,50,3,150
47,130,amul ghee,2023-03-16,30,596,8,4768
3,126,maggi masala,2023-10-04,17,80,9,720
47,125,amul ghee,2023-05-14,14,596,7,4172
10,126,dove shampoo,2023-07-12,16,574,6,3444
2,129,deodorant,2023-02-24,25,141,7,987
30,124,besan,2023-07-10,10,52,9,468
41,126,atta,2023-09-28,18,450,4,1800
24,125,black pepper,2023-08-17,15,52,10,520
15,129,black pepper,2023-03-22,25,52,9,468
21,122,dantkanti,2023-09-07,4,100,1,100
43,126,dantkanti,2023-09-18,17,100,5,500
31,128,atta,2023-07-14,23,450,6,2700
8,123,besan,2023-02-18,9,52,2,104
32,123,sugar,2023-08-13,9,50,10,500
8,128,maggi masala,2023-08-03,22,80,6,480
36,123,maida,2023-08-15,8,20,10,200
43,127,amul ghee,2023-06-16,20,596,3,1788
18,127,sugar,2023-04-07,21,50,1,50
48,123,maggi masala,2023-05-30,8,80,2,160
48,125,clinic plus,2023-02-20,13,345,8,2760
25,123,nutrella,2023-05-18,8,40,8,320
16,125,besan,2023-06-22,13,52,10,520
18,128,black pepper,2023-07-18,22,52,6,312
42,126,dove shampoo,2023-06-25,17,574,10,5740
36,122,mustard oil,2023-07-29,5,110,6,660
48,123,cashews,2023-06-22,7,340,10,3400
29,129,maida,2023-09-16,25,20,5,100
27,125,kabuli chana,2023-07-19,15,140,10,1400
31,130,sugar,2023-05-27,29,50,8,400
25,129,sugar,2023-09-27,27,50,4,200
30,123,besan,2023-03-26,8,52,7,364
31,122,maida,2023-05-01,4,20,2,40
26,122,sunflower oil,2023-03-14,6,120,6,720
13,124,dove shampoo,2023-10-09,11,574,7,4018
42,129,besan,2023-05-05,25,52,3,156
38,126,amul ghee,2023-05-05,18,596,10,5960
25,125,sunflower oil,2023-08-25,13,120,3,360
41,130,maggi masala,2023-07-13,28,80,1,80
44,122,dove shampoo,2023-06-05,6,574,7,4018
37,126,hair gel,2023-06-16,18,65,8,520
34,125,clinic plus,2023-04-17,14,345,1,345
3,126,black pepper,2023-06-28,17,52,1,52
18,123,dantkanti,2023-06-15,9,100,10,1000
32,125,coriander powder,2023-04-29,15,50,4,200
33,127,deodorant,2023-05-18,19,141,6,846
11,125,nutrella,2023-03-12,14,40,8,320
42,125,maida,2023-08-17,13,20,4,80
45,127,amul ghee,2023-07-20,21,596,6,3576
30,125,maida,2023-07-26,14,20,3,60
21,128,sugar,2023-09-06,24,50,7,350
22,123,besan,2023-04-07,8,52,4,208
28,121,amul ghee,2023-03-24,1,596,8,4768
34,121,sugar,2023-10-22,1,50,4,200
23,130,quaker oats,2023-04-24,29,212,5,1060
2,128,nutrella,2023-07-03,24,40,10,400
45,125,mustard oil,2023-04-25,14,110,2,220
50,127,atta,2023-08-07,20,450,4,1800
42,126,kabuli chana,2023-04-13,16,140,6,840
38,129,deodorant,2023-09-27,26,141,2,282
38,124,mustard oil,2023-06-11,10,110,4,440
17,129,maida,2023-07-23,26,20,10,200
15,130,kabuli chana,2023-04-29,29,140,9,1260
43,122,black pepper,2023-09-12,4,52,5,260
23,127,amul ghee,2023-10-04,19,596,10,5960
40,121,quaker oats,2023-07-15,1,212,7,1484
13,124,black pepper,2023-03-24,10,52,1,52
29,126,hair gel,2023-05-11,18,65,4,260
46,123,maida,2023-05-13,9,20,10,200
16,124,sunflower oil,2023-09-27,12,120,2,240
48,130,quaker oats,2023-03-01,28,212,3,636
22,121,maggi masala,2023-10-04,3,80,5,400
36,126,kabuli chana,2023-06-09,18,140,3,420
46,125,clinic plus,2023-10-22,14,345,2,690
22,122,hair gel,2023-05-03,4,65,3,195
13,122,sugar,2023-04-25,5,50,10,500
46,128,deodorant,2023-08-04,22,141,6,846
12,124,cashews,2023-02-20,10,340,10,3400
32,125,kabuli chana,2023-07-06,14,140,4,560
24,130,dove shampoo,2023-08-26,28,574,1,574
31,125,sugar,2023-02-18,14,50,2,100
35,127,cashews,2023-02-21,19,340,2,680
5,121,maggi masala,2023-10-05,2,80,7,560
44,122,dove shampoo,2023-08-08,6,574,7,4018
45,127,coriander powder,2023-09-20,19,50,7,350
43,129,amul ghee,2023-08-12,25,596,9,5364
14,130,cashews,2023-05-30,30,340,4,1360
33,121,mustard oil,2023-08-19,3,110,8,880
39,121,atta,2023-02-26,1,450,9,4050
29,129,atta,2023-08-31,27,450,3,1350
38,126,hair gel,2023-08-23,18,65,3,195
45,128,deodorant,2023-06-16,23,141,8,1128
21,125,dantkanti,2023-05-01,15,100,4,400
7,124,quaker oats,2023-10-01,12,212,4,848
6,125,sunflower oil,2023-10-02,13,120,10,1200
29,123,coriander powder,2023-08-05,9,50,6,300
35,122,maida,2023-03-21,6,20,1,20
24,126,cashews,2023-07-13,17,340,4,1360
37,127,atta,2023-02-24,19,450,5,2250
17,127,black pepper,2023-08-02,21,52,4,208
44,126,sunflower oil,2023-02-26,18,120,9,1080
44,124,dantkanti,2023-09-12,12,100,5,500
31,129,besan,2023-04-29,27,52,7,364
38,122,sugar,2023-02-22,5,50,10,500
40,126,black pepper,2023-09-28,16,52,10,520
50,122,hair gel,2023-06-08,6,65,5,325
11,127,amul ghee,2023-07-10,21,596,4,2384
8,129,nutrella,2023-07-15,26,40,7,280
31,126,mustard oil,2023-06-27,18,110,6,660
26,130,amul ghee,2023-09-25,29,596,2,1192
17,127,maida,2023-05-20,19,20,3,60
49,123,maggi masala,2023-02-22,8,80,2,160
19,127,clinic plus,2023-09-16,19,345,5,1725
3,128,deodorant,2023-05-17,22,141,1,141
44,123,atta,2023-04-27,7,450,5,2250
47,130,sugar,2023-07-27,30,50,3,150
33,125,sunflower oil,2023-04-09,15,120,1,120
38,125,coriander powder,2023-08-12,13,50,1,50
5,127,sugar,2023-05-18,19,50,5,250
28,121,coriander powder,2023-04-07,3,50,1,50
45,129,besan,2023-05-06,26,52,6,312
24,124,hair gel,2023-04-19,10,65,8,520
24,128,amul ghee,2023-03-28,24,596,10,5960
40,125,sunflower oil,2023-04-11,13,120,5,600
6,125,deodorant,2023-08-01,15,141,1,141
7,127,hair gel,2023-04-06,21,65,5,325
39,122,sunflower oil,2023-07-16,6,120,9,1080
8,129,coriander powder,2023-07-23,27,50,5,250
27,121,kabuli chana,2023-02-26,3,140,1,140
24,122,cashews,2023-08-02,5,340,5,1700
41,122,dove shampoo,2023-02-26,6,574,6,3444
48,129,black pepper,2023-09-27,25,52,3,156
8,126,maida,2023-07-06,16,20,1,20
9,124,maida,2023-09-20,10,20,6,120
40,126,nutrella,2023-07-24,17,40,10,400
31,123,amul ghee,2023-05-04,7,596,3,1788
45,124,maida,2023-08-03,12,20,5,100
41,126,coriander powder,2023-06-08,18,50,4,200
39,125,deodorant,2023-06-09,15,141,6,846
33,130,clinic plus,2023-05-25,29,345,6,2070
4,121,black pepper,2023-04-14,3,52,5,260
42,121,coriander powder,2023-04-02,3,50,1,50
44,125,cashews,2023-04-22,15,340,5,1700
35,129,mustard oil,2023-08-13,27,110,2,220
14,128,sugar,2023-08-07,23,50,1,50
30,121,clinic plus,2023-09-30,1,345,3,1035
18,130,maida,2023-04-25,29,20,4,80
29,123,dove shampoo,2023-05-10,7,574,10,5740
50,123,clinic plus,2023-06-06,9,345,1,345
11,125,besan,2023-09-06,13,52,8,416
44,125,mustard oil,2023-03-27,13,110,2,220
33,123,coriander powder,2023-07-26,7,50,3,150
25,121,kabuli chana,2023-08-22,1,140,2,280
44,128,cashews,2023-06-04,22,340,5,1700
34,130,dantkanti,2023-04-03,29,100,7,700
15,121,hair gel,2023-09-05,2,65,1,65
17,123,quaker oats,2023-08-07,7,212,9,1908
47,124,clinic plus,2023-05-28,11,345,10,3450
17,126,dantkanti,2023-03-06,16,100,9,900
4,121,clinic plus,2023-06-01,1,345,10,3450
17,124,coriander powder,2023-10-08,11,50,8,400
19,121,besan,2023-02-27,3,52,1,52
9,127,besan,2023-10-22,19,52,4,208
35,124,deodorant,2023-05-16,12,141,3,423
44,130,nutrella,2023-09-06,29,40,3,120
24,121,sunflower oil,2023-07-11,1,120,9,1080
11,126,mustard oil,2023-04-14,16,110,8,880
37,130,deodorant,2023-07-12,28,141,4,564
45,122,dantkanti,2023-03-11,4,100,3,300
35,123,mustard oil,2023-07-19,9,110,8,880
1,123,nutrella,2023-05-04,9,40,5,200
21,123,dantkanti,2023-09-07,8,100,3,300
28,126,maggi masala,2023-05-22,16,80,9,720
44,126,maida,2023-03-25,17,20,5,100
38,124,kabuli chana,2023-03-31,11,140,2,280
48,127,quaker oats,2023-02-21,20,212,2,424
44,127,maida,2023-08-19,20,20,6,120
7,124,deodorant,2023-03-22,11,141,8,1128
36,128,sunflower oil,2023-04-03,23,120,4,480
8,130,maida,2023-06-20,29,20,1,20
3,126,sunflower oil,2023-06-21,17,120,5,600
18,121,sugar,2023-09-24,2,50,10,500
30,121,coriander powder,2023-07-04,1,50,2,100
2,123,sugar,2023-09-19,7,50,9,450
44,130,dantkanti,2023-06-25,30,100,10,1000
2,130,sunflower oil,2023-06-24,30,120,2,240
9,126,quaker oats,2023-09-27,17,212,8,1696
